
Namespace(T=4, base_lr=0.01, batch_size=4, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='MT_UA2avg_2task_SDM_dualD_SLsdmLow', gpu='2', labeled_bs=2, labeled_num=25, max_iterations=30000, model='vnet_3D_96_32', num_classes=2, patch_size=[96, 96, 96], root_path='/data/sohui/BraTS/data/BraTs2019', seed=1337, total_labeled_num=250)
total 250 samples
12 iterations per epoch
  0%|                                        | 0/2501 [00:00<?, ?it/s]
iteration 4728 : loss : 0.038132, loss_ce: 0.021683, loss_dice: 0.041741
iteration 4729 : loss : 0.039598, loss_ce: 0.027528, loss_dice: 0.031590
iteration 4730 : loss : 0.037051, loss_ce: 0.007723, loss_dice: 0.042465
iteration 4731 : loss : 0.030687, loss_ce: 0.023195, loss_dice: 0.024481
iteration 4732 : loss : 0.055066, loss_ce: 0.038239, loss_dice: 0.024783
iteration 4733 : loss : 0.036402, loss_ce: 0.021248, loss_dice: 0.034403
iteration 4734 : loss : 0.040374, loss_ce: 0.035805, loss_dice: 0.025746
iteration 4735 : loss : 0.050917, loss_ce: 0.028788, loss_dice: 0.056582
iteration 4736 : loss : 0.066616, loss_ce: 0.059729, loss_dice: 0.037671
iteration 4737 : loss : 0.094236, loss_ce: 0.054071, loss_dice: 0.118523
iteration 4738 : loss : 0.044224, loss_ce: 0.023354, loss_dice: 0.032922

 16%|███▉                     | 395/2501 [3:25:50<15:03:19, 25.74s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.57s/it]
iteration 4740 : loss : 0.070758, loss_ce: 0.061161, loss_dice: 0.063440
iteration 4741 : loss : 0.108252, loss_ce: 0.081504, loss_dice: 0.116621
iteration 4742 : loss : 0.029015, loss_ce: 0.009604, loss_dice: 0.030682
iteration 4743 : loss : 0.025501, loss_ce: 0.013745, loss_dice: 0.023642
iteration 4744 : loss : 0.036849, loss_ce: 0.025952, loss_dice: 0.024568
iteration 4745 : loss : 0.057703, loss_ce: 0.052815, loss_dice: 0.045519
iteration 4746 : loss : 0.050557, loss_ce: 0.038326, loss_dice: 0.025271
iteration 4747 : loss : 0.114022, loss_ce: 0.006331, loss_dice: 0.083084
iteration 4748 : loss : 0.059064, loss_ce: 0.047007, loss_dice: 0.053174
iteration 4749 : loss : 0.032528, loss_ce: 0.018456, loss_dice: 0.031609
iteration 4750 : loss : 0.040302, loss_ce: 0.009263, loss_dice: 0.046423

 16%|███▉                     | 396/2501 [3:26:15<14:54:47, 25.50s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.57s/it]
iteration 4752 : loss : 0.047857, loss_ce: 0.038077, loss_dice: 0.035472
iteration 4753 : loss : 0.047462, loss_ce: 0.009963, loss_dice: 0.020047
iteration 4754 : loss : 0.166565, loss_ce: 0.121927, loss_dice: 0.184938
iteration 4755 : loss : 0.055028, loss_ce: 0.037032, loss_dice: 0.044160
iteration 4756 : loss : 0.040706, loss_ce: 0.028498, loss_dice: 0.036822
iteration 4757 : loss : 0.090140, loss_ce: 0.082198, loss_dice: 0.040837
iteration 4758 : loss : 0.086631, loss_ce: 0.028088, loss_dice: 0.111997
iteration 4759 : loss : 0.030071, loss_ce: 0.021293, loss_dice: 0.021823
iteration 4760 : loss : 0.035294, loss_ce: 0.027311, loss_dice: 0.025582
iteration 4761 : loss : 0.042337, loss_ce: 0.017975, loss_dice: 0.033085
iteration 4762 : loss : 0.057190, loss_ce: 0.054138, loss_dice: 0.040096
iteration 4763 : loss : 0.041133, loss_ce: 0.025929, loss_dice: 0.029956

 16%|███▉                     | 397/2501 [3:26:40<14:48:45, 25.35s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.57s/it]
iteration 4765 : loss : 0.029584, loss_ce: 0.020983, loss_dice: 0.027757
iteration 4766 : loss : 0.037950, loss_ce: 0.013625, loss_dice: 0.046413
iteration 4767 : loss : 0.051417, loss_ce: 0.047896, loss_dice: 0.037471
iteration 4768 : loss : 0.027833, loss_ce: 0.017494, loss_dice: 0.025075
iteration 4769 : loss : 0.080594, loss_ce: 0.020348, loss_dice: 0.107809
iteration 4770 : loss : 0.078525, loss_ce: 0.022293, loss_dice: 0.095868
iteration 4771 : loss : 0.036083, loss_ce: 0.026054, loss_dice: 0.020147
iteration 4772 : loss : 0.050444, loss_ce: 0.053001, loss_dice: 0.034654
iteration 4773 : loss : 0.035819, loss_ce: 0.031533, loss_dice: 0.023199
iteration 4774 : loss : 0.046256, loss_ce: 0.046380, loss_dice: 0.030134

 16%|███▉                     | 398/2501 [3:27:05<14:45:43, 25.27s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.57s/it]
iteration 4776 : loss : 0.060300, loss_ce: 0.009478, loss_dice: 0.063726
iteration 4777 : loss : 0.066601, loss_ce: 0.019949, loss_dice: 0.021156
iteration 4778 : loss : 0.064735, loss_ce: 0.040720, loss_dice: 0.068041
iteration 4779 : loss : 0.124233, loss_ce: 0.082354, loss_dice: 0.147398
iteration 4780 : loss : 0.050887, loss_ce: 0.042350, loss_dice: 0.034716
iteration 4781 : loss : 0.029585, loss_ce: 0.018498, loss_dice: 0.026995
iteration 4782 : loss : 0.034278, loss_ce: 0.022451, loss_dice: 0.034547
iteration 4783 : loss : 0.061684, loss_ce: 0.011976, loss_dice: 0.078763
iteration 4784 : loss : 0.051099, loss_ce: 0.025028, loss_dice: 0.061645
iteration 4785 : loss : 0.081739, loss_ce: 0.010345, loss_dice: 0.100654
iteration 4786 : loss : 0.067303, loss_ce: 0.047240, loss_dice: 0.037157
iteration 4787 : loss : 0.093281, loss_ce: 0.069315, loss_dice: 0.096454

 16%|███▉                     | 399/2501 [3:27:30<14:41:18, 25.16s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.57s/it]
iteration 4789 : loss : 0.041967, loss_ce: 0.012176, loss_dice: 0.045891
iteration 4790 : loss : 0.078262, loss_ce: 0.063236, loss_dice: 0.051034
iteration 4791 : loss : 0.136381, loss_ce: 0.014938, loss_dice: 0.137773
iteration 4792 : loss : 0.033568, loss_ce: 0.022854, loss_dice: 0.021656
iteration 4793 : loss : 0.060489, loss_ce: 0.050230, loss_dice: 0.056745
iteration 4794 : loss : 0.082392, loss_ce: 0.068498, loss_dice: 0.063363
iteration 4795 : loss : 0.126893, loss_ce: 0.028636, loss_dice: 0.127799
iteration 4796 : loss : 0.046975, loss_ce: 0.035775, loss_dice: 0.043203
iteration 4797 : loss : 0.035143, loss_ce: 0.017543, loss_dice: 0.037664
iteration 4798 : loss : 0.160562, loss_ce: 0.083643, loss_dice: 0.214633
iteration 4799 : loss : 0.038769, loss_ce: 0.018292, loss_dice: 0.037485
  0%|                                                                                                                                                                                                    | 0/25 [00:00<?, ?it/s]
iteration 4800 : loss : 0.029969, loss_ce: 0.017181, loss_dice: 0.024550

























 16%|███▉                     | 400/2501 [3:29:23<30:03:14, 51.50s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
Validation end
iteration 4800 : dice_score : 0.816703 hd95 : 9.155366 uncertainty : 0.028581
iteration 4801 : loss : 0.059833, loss_ce: 0.049199, loss_dice: 0.049540
iteration 4802 : loss : 0.048031, loss_ce: 0.041319, loss_dice: 0.041310
iteration 4803 : loss : 0.058083, loss_ce: 0.049125, loss_dice: 0.050789
iteration 4804 : loss : 0.061072, loss_ce: 0.052637, loss_dice: 0.024458
iteration 4805 : loss : 0.047333, loss_ce: 0.021421, loss_dice: 0.050320
iteration 4806 : loss : 0.040354, loss_ce: 0.024739, loss_dice: 0.034711
iteration 4807 : loss : 0.031132, loss_ce: 0.014627, loss_dice: 0.023856
iteration 4808 : loss : 0.083346, loss_ce: 0.082860, loss_dice: 0.068460
iteration 4809 : loss : 0.097129, loss_ce: 0.009551, loss_dice: 0.054627
iteration 4810 : loss : 0.103361, loss_ce: 0.029308, loss_dice: 0.087972

 16%|████                     | 401/2501 [3:29:48<25:23:21, 43.52s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4812 : loss : 0.047764, loss_ce: 0.030514, loss_dice: 0.035302
iteration 4813 : loss : 0.075441, loss_ce: 0.023766, loss_dice: 0.108410
iteration 4814 : loss : 0.066932, loss_ce: 0.051735, loss_dice: 0.061966
iteration 4815 : loss : 0.048986, loss_ce: 0.034496, loss_dice: 0.047578
iteration 4816 : loss : 0.055483, loss_ce: 0.055666, loss_dice: 0.041066
iteration 4817 : loss : 0.045390, loss_ce: 0.017444, loss_dice: 0.040394
iteration 4818 : loss : 0.045337, loss_ce: 0.031839, loss_dice: 0.033210
iteration 4819 : loss : 0.046579, loss_ce: 0.041650, loss_dice: 0.027870
iteration 4820 : loss : 0.091796, loss_ce: 0.021614, loss_dice: 0.098157
iteration 4821 : loss : 0.035091, loss_ce: 0.037234, loss_dice: 0.021376
iteration 4822 : loss : 0.162177, loss_ce: 0.108041, loss_dice: 0.200454

 16%|████                     | 402/2501 [3:30:13<22:10:30, 38.03s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4824 : loss : 0.051070, loss_ce: 0.035617, loss_dice: 0.045639
iteration 4825 : loss : 0.175918, loss_ce: 0.155795, loss_dice: 0.168814
iteration 4826 : loss : 0.046835, loss_ce: 0.007908, loss_dice: 0.036176
iteration 4827 : loss : 0.073219, loss_ce: 0.068515, loss_dice: 0.040003
iteration 4828 : loss : 0.051572, loss_ce: 0.038735, loss_dice: 0.034130
iteration 4829 : loss : 0.094020, loss_ce: 0.033545, loss_dice: 0.137805
iteration 4830 : loss : 0.077693, loss_ce: 0.047695, loss_dice: 0.075815
iteration 4831 : loss : 0.034689, loss_ce: 0.027277, loss_dice: 0.026735
iteration 4832 : loss : 0.047291, loss_ce: 0.024195, loss_dice: 0.047589
iteration 4833 : loss : 0.056830, loss_ce: 0.015682, loss_dice: 0.071208
iteration 4834 : loss : 0.056157, loss_ce: 0.041602, loss_dice: 0.039036

 16%|████                     | 403/2501 [3:30:38<19:50:31, 34.05s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4836 : loss : 0.126111, loss_ce: 0.089801, loss_dice: 0.064392
iteration 4837 : loss : 0.051031, loss_ce: 0.015958, loss_dice: 0.064455
iteration 4838 : loss : 0.067889, loss_ce: 0.031805, loss_dice: 0.081631
iteration 4839 : loss : 0.036571, loss_ce: 0.018924, loss_dice: 0.023890
iteration 4840 : loss : 0.042118, loss_ce: 0.042497, loss_dice: 0.030803
iteration 4841 : loss : 0.053113, loss_ce: 0.034194, loss_dice: 0.060631
iteration 4842 : loss : 0.071060, loss_ce: 0.064168, loss_dice: 0.064523
iteration 4843 : loss : 0.047694, loss_ce: 0.027577, loss_dice: 0.047463
iteration 4844 : loss : 0.040178, loss_ce: 0.018561, loss_dice: 0.030714
iteration 4845 : loss : 0.043864, loss_ce: 0.038819, loss_dice: 0.026748
iteration 4846 : loss : 0.075868, loss_ce: 0.062151, loss_dice: 0.070724

 16%|████                     | 404/2501 [3:31:03<18:18:23, 31.43s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4848 : loss : 0.030031, loss_ce: 0.020223, loss_dice: 0.013695
iteration 4849 : loss : 0.072809, loss_ce: 0.065070, loss_dice: 0.041031
iteration 4850 : loss : 0.038776, loss_ce: 0.029586, loss_dice: 0.019652
iteration 4851 : loss : 0.096924, loss_ce: 0.054195, loss_dice: 0.113412
iteration 4852 : loss : 0.099766, loss_ce: 0.020746, loss_dice: 0.040679
iteration 4853 : loss : 0.065965, loss_ce: 0.007095, loss_dice: 0.073768
iteration 4854 : loss : 0.055767, loss_ce: 0.042624, loss_dice: 0.056381
iteration 4855 : loss : 0.044166, loss_ce: 0.034149, loss_dice: 0.034108
iteration 4856 : loss : 0.047872, loss_ce: 0.029846, loss_dice: 0.050784
iteration 4857 : loss : 0.038505, loss_ce: 0.023462, loss_dice: 0.031389
iteration 4858 : loss : 0.108199, loss_ce: 0.026551, loss_dice: 0.163648

 16%|████                     | 405/2501 [3:31:28<17:11:46, 29.54s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4860 : loss : 0.082384, loss_ce: 0.076383, loss_dice: 0.073471
iteration 4861 : loss : 0.060730, loss_ce: 0.023668, loss_dice: 0.083086
iteration 4862 : loss : 0.037257, loss_ce: 0.017179, loss_dice: 0.040330
iteration 4863 : loss : 0.059585, loss_ce: 0.050227, loss_dice: 0.053200
iteration 4864 : loss : 0.053366, loss_ce: 0.025723, loss_dice: 0.061728
iteration 4865 : loss : 0.029840, loss_ce: 0.011765, loss_dice: 0.038930
iteration 4866 : loss : 0.049019, loss_ce: 0.029102, loss_dice: 0.058008
iteration 4867 : loss : 0.072119, loss_ce: 0.075228, loss_dice: 0.041624
iteration 4868 : loss : 0.045451, loss_ce: 0.026829, loss_dice: 0.048207
iteration 4869 : loss : 0.046635, loss_ce: 0.038790, loss_dice: 0.029165
iteration 4870 : loss : 0.035155, loss_ce: 0.029789, loss_dice: 0.017285

 16%|████                     | 406/2501 [3:31:54<16:28:04, 28.30s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4872 : loss : 0.044776, loss_ce: 0.025709, loss_dice: 0.026430
iteration 4873 : loss : 0.030980, loss_ce: 0.023874, loss_dice: 0.021028
iteration 4874 : loss : 0.234998, loss_ce: 0.121149, loss_dice: 0.315829
iteration 4875 : loss : 0.117855, loss_ce: 0.015758, loss_dice: 0.188687
iteration 4876 : loss : 0.062324, loss_ce: 0.018616, loss_dice: 0.085736
iteration 4877 : loss : 0.071939, loss_ce: 0.064232, loss_dice: 0.039382
iteration 4878 : loss : 0.082028, loss_ce: 0.014801, loss_dice: 0.055519
iteration 4879 : loss : 0.072256, loss_ce: 0.036792, loss_dice: 0.090943
iteration 4880 : loss : 0.044290, loss_ce: 0.027089, loss_dice: 0.045076
iteration 4881 : loss : 0.030829, loss_ce: 0.019869, loss_dice: 0.027658
iteration 4882 : loss : 0.058681, loss_ce: 0.048182, loss_dice: 0.048955

 16%|████                     | 407/2501 [3:32:19<15:53:24, 27.32s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4884 : loss : 0.128615, loss_ce: 0.077638, loss_dice: 0.168248
iteration 4885 : loss : 0.025734, loss_ce: 0.012131, loss_dice: 0.021069
iteration 4886 : loss : 0.056961, loss_ce: 0.041886, loss_dice: 0.056206
iteration 4887 : loss : 0.056780, loss_ce: 0.014436, loss_dice: 0.086417
iteration 4888 : loss : 0.050600, loss_ce: 0.043795, loss_dice: 0.043648
iteration 4889 : loss : 0.051357, loss_ce: 0.041336, loss_dice: 0.034976
iteration 4890 : loss : 0.050372, loss_ce: 0.018139, loss_dice: 0.055548
iteration 4891 : loss : 0.033634, loss_ce: 0.021781, loss_dice: 0.028877
iteration 4892 : loss : 0.083313, loss_ce: 0.068017, loss_dice: 0.060641
iteration 4893 : loss : 0.041814, loss_ce: 0.020698, loss_dice: 0.033421
iteration 4894 : loss : 0.057816, loss_ce: 0.032174, loss_dice: 0.067308

 16%|████                     | 408/2501 [3:32:44<15:29:51, 26.66s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4896 : loss : 0.066871, loss_ce: 0.049190, loss_dice: 0.060403
iteration 4897 : loss : 0.048554, loss_ce: 0.023531, loss_dice: 0.055301
iteration 4898 : loss : 0.116649, loss_ce: 0.045195, loss_dice: 0.141064
iteration 4899 : loss : 0.052541, loss_ce: 0.027893, loss_dice: 0.067339
iteration 4900 : loss : 0.069033, loss_ce: 0.037059, loss_dice: 0.070770
iteration 4901 : loss : 0.036632, loss_ce: 0.020789, loss_dice: 0.030096
iteration 4902 : loss : 0.031261, loss_ce: 0.032218, loss_dice: 0.015313
iteration 4903 : loss : 0.033641, loss_ce: 0.017141, loss_dice: 0.032214
iteration 4904 : loss : 0.042186, loss_ce: 0.026518, loss_dice: 0.037072
iteration 4905 : loss : 0.045385, loss_ce: 0.027402, loss_dice: 0.043645
iteration 4906 : loss : 0.053375, loss_ce: 0.026696, loss_dice: 0.067922
iteration 4907 : loss : 0.059743, loss_ce: 0.060776, loss_dice: 0.037546

 16%|████                     | 409/2501 [3:33:09<15:12:47, 26.18s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4909 : loss : 0.093281, loss_ce: 0.035477, loss_dice: 0.096419
iteration 4910 : loss : 0.039963, loss_ce: 0.029115, loss_dice: 0.038934
iteration 4911 : loss : 0.058556, loss_ce: 0.060064, loss_dice: 0.035930
iteration 4912 : loss : 0.044052, loss_ce: 0.027038, loss_dice: 0.052005
iteration 4913 : loss : 0.032043, loss_ce: 0.022367, loss_dice: 0.024128
iteration 4914 : loss : 0.027034, loss_ce: 0.018505, loss_dice: 0.024128
iteration 4915 : loss : 0.051482, loss_ce: 0.019699, loss_dice: 0.036871
iteration 4916 : loss : 0.095729, loss_ce: 0.070667, loss_dice: 0.100891
iteration 4917 : loss : 0.044401, loss_ce: 0.030774, loss_dice: 0.036311
iteration 4918 : loss : 0.030865, loss_ce: 0.010378, loss_dice: 0.038506

 16%|████                     | 410/2501 [3:33:34<15:02:23, 25.89s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4920 : loss : 0.051406, loss_ce: 0.030789, loss_dice: 0.059006
iteration 4921 : loss : 0.066091, loss_ce: 0.038879, loss_dice: 0.073164
iteration 4922 : loss : 0.042544, loss_ce: 0.028743, loss_dice: 0.042986
iteration 4923 : loss : 0.034634, loss_ce: 0.010189, loss_dice: 0.039471
iteration 4924 : loss : 0.105426, loss_ce: 0.078630, loss_dice: 0.116066
iteration 4925 : loss : 0.024715, loss_ce: 0.013595, loss_dice: 0.022022
iteration 4926 : loss : 0.070918, loss_ce: 0.040186, loss_dice: 0.087319
iteration 4927 : loss : 0.041018, loss_ce: 0.032489, loss_dice: 0.034925
iteration 4928 : loss : 0.047061, loss_ce: 0.047332, loss_dice: 0.036105
iteration 4929 : loss : 0.069350, loss_ce: 0.041640, loss_dice: 0.078346
iteration 4930 : loss : 0.140801, loss_ce: 0.075682, loss_dice: 0.186362
iteration 4931 : loss : 0.051117, loss_ce: 0.045704, loss_dice: 0.040517

 16%|████                     | 411/2501 [3:33:59<14:53:29, 25.65s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4933 : loss : 0.043142, loss_ce: 0.020085, loss_dice: 0.051742
iteration 4934 : loss : 0.037768, loss_ce: 0.022851, loss_dice: 0.020617
iteration 4935 : loss : 0.033158, loss_ce: 0.026128, loss_dice: 0.029527
iteration 4936 : loss : 0.056448, loss_ce: 0.049368, loss_dice: 0.034020
iteration 4937 : loss : 0.045160, loss_ce: 0.018802, loss_dice: 0.033050
iteration 4938 : loss : 0.030907, loss_ce: 0.014623, loss_dice: 0.027858
iteration 4939 : loss : 0.062743, loss_ce: 0.064655, loss_dice: 0.034399
iteration 4940 : loss : 0.054947, loss_ce: 0.020618, loss_dice: 0.070307
iteration 4941 : loss : 0.048590, loss_ce: 0.020574, loss_dice: 0.059455
iteration 4942 : loss : 0.057390, loss_ce: 0.041158, loss_dice: 0.050027

 16%|████                     | 412/2501 [3:34:25<14:47:28, 25.49s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4944 : loss : 0.056165, loss_ce: 0.050477, loss_dice: 0.044285
iteration 4945 : loss : 0.079560, loss_ce: 0.021034, loss_dice: 0.055437
iteration 4946 : loss : 0.042035, loss_ce: 0.024986, loss_dice: 0.035731
iteration 4947 : loss : 0.139825, loss_ce: 0.060855, loss_dice: 0.199002
iteration 4948 : loss : 0.025842, loss_ce: 0.010669, loss_dice: 0.019570
iteration 4949 : loss : 0.096750, loss_ce: 0.098816, loss_dice: 0.059520
iteration 4950 : loss : 0.125784, loss_ce: 0.058841, loss_dice: 0.172501
iteration 4951 : loss : 0.098475, loss_ce: 0.106548, loss_dice: 0.067004
iteration 4952 : loss : 0.036384, loss_ce: 0.022836, loss_dice: 0.036922
iteration 4953 : loss : 0.043381, loss_ce: 0.014874, loss_dice: 0.045374
iteration 4954 : loss : 0.047553, loss_ce: 0.035291, loss_dice: 0.046803
iteration 4955 : loss : 0.037807, loss_ce: 0.019468, loss_dice: 0.035867

 17%|████▏                    | 413/2501 [3:34:50<14:42:03, 25.35s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4957 : loss : 0.079026, loss_ce: 0.050346, loss_dice: 0.076052
iteration 4958 : loss : 0.034787, loss_ce: 0.026495, loss_dice: 0.020617
iteration 4959 : loss : 0.114663, loss_ce: 0.027955, loss_dice: 0.064929
iteration 4960 : loss : 0.049329, loss_ce: 0.038401, loss_dice: 0.047748
iteration 4961 : loss : 0.053409, loss_ce: 0.025023, loss_dice: 0.062389
iteration 4962 : loss : 0.108120, loss_ce: 0.110867, loss_dice: 0.087188
iteration 4963 : loss : 0.051148, loss_ce: 0.029174, loss_dice: 0.042911
iteration 4964 : loss : 0.041672, loss_ce: 0.031211, loss_dice: 0.034780
iteration 4965 : loss : 0.078574, loss_ce: 0.032554, loss_dice: 0.090555
iteration 4966 : loss : 0.082298, loss_ce: 0.010888, loss_dice: 0.103340

 17%|████▏                    | 414/2501 [3:35:15<14:39:47, 25.29s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4968 : loss : 0.042191, loss_ce: 0.045343, loss_dice: 0.020667
iteration 4969 : loss : 0.116799, loss_ce: 0.016242, loss_dice: 0.097570
iteration 4970 : loss : 0.049884, loss_ce: 0.020816, loss_dice: 0.063641
iteration 4971 : loss : 0.059975, loss_ce: 0.054168, loss_dice: 0.025019
iteration 4972 : loss : 0.041139, loss_ce: 0.033535, loss_dice: 0.035126
iteration 4973 : loss : 0.078964, loss_ce: 0.091637, loss_dice: 0.042865
iteration 4974 : loss : 0.047466, loss_ce: 0.015855, loss_dice: 0.066434
iteration 4975 : loss : 0.032716, loss_ce: 0.029140, loss_dice: 0.021338
iteration 4976 : loss : 0.065888, loss_ce: 0.063941, loss_dice: 0.039047
iteration 4977 : loss : 0.052849, loss_ce: 0.033728, loss_dice: 0.053302
iteration 4978 : loss : 0.049947, loss_ce: 0.038646, loss_dice: 0.042680
iteration 4979 : loss : 0.051117, loss_ce: 0.004589, loss_dice: 0.031434

 17%|████▏                    | 415/2501 [3:35:40<14:35:00, 25.17s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4981 : loss : 0.101533, loss_ce: 0.028318, loss_dice: 0.147274
iteration 4982 : loss : 0.038768, loss_ce: 0.019978, loss_dice: 0.040701
iteration 4983 : loss : 0.027625, loss_ce: 0.015539, loss_dice: 0.018763
iteration 4984 : loss : 0.063182, loss_ce: 0.039425, loss_dice: 0.049472
iteration 4985 : loss : 0.060778, loss_ce: 0.054214, loss_dice: 0.051474
iteration 4986 : loss : 0.049309, loss_ce: 0.022331, loss_dice: 0.036776
iteration 4987 : loss : 0.031607, loss_ce: 0.017686, loss_dice: 0.024088
iteration 4988 : loss : 0.056896, loss_ce: 0.051223, loss_dice: 0.044646
iteration 4989 : loss : 0.032804, loss_ce: 0.035081, loss_dice: 0.019631
iteration 4990 : loss : 0.054345, loss_ce: 0.059133, loss_dice: 0.034135
iteration 4991 : loss : 0.072301, loss_ce: 0.040541, loss_dice: 0.084691

 17%|████▏                    | 416/2501 [3:36:05<14:36:48, 25.23s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.53s/it]
iteration 4993 : loss : 0.070078, loss_ce: 0.009563, loss_dice: 0.038153
iteration 4994 : loss : 0.068059, loss_ce: 0.040557, loss_dice: 0.064337
iteration 4995 : loss : 0.050494, loss_ce: 0.044594, loss_dice: 0.030677
iteration 4996 : loss : 0.058387, loss_ce: 0.012143, loss_dice: 0.048089
iteration 4997 : loss : 0.060453, loss_ce: 0.060963, loss_dice: 0.041520
iteration 4998 : loss : 0.042481, loss_ce: 0.031617, loss_dice: 0.025991
iteration 4999 : loss : 0.040699, loss_ce: 0.021654, loss_dice: 0.044694
iteration 5000 : loss : 0.051119, loss_ce: 0.025028, loss_dice: 0.054694
Validation begin
























 96%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌       | 24/25 [01:24<00:03,  3.39s/it]

100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.51s/it]
iteration 5000 : dice_score : 0.831185 hd95 : 15.657682 uncertainty : 0.026931
iteration 5001 : loss : 0.043294, loss_ce: 0.008595, loss_dice: 0.037143
iteration 5002 : loss : 0.023885, loss_ce: 0.017379, loss_dice: 0.017442

 17%|████▏                    | 417/2501 [3:37:58<29:52:35, 51.61s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.51s/it]
iteration 5004 : loss : 0.075219, loss_ce: 0.036613, loss_dice: 0.088016
iteration 5005 : loss : 0.110151, loss_ce: 0.030475, loss_dice: 0.030610
iteration 5006 : loss : 0.063658, loss_ce: 0.072760, loss_dice: 0.029094
iteration 5007 : loss : 0.041345, loss_ce: 0.028543, loss_dice: 0.036017
iteration 5008 : loss : 0.039435, loss_ce: 0.026551, loss_dice: 0.037458
iteration 5009 : loss : 0.031027, loss_ce: 0.024894, loss_dice: 0.019790
iteration 5010 : loss : 0.074492, loss_ce: 0.045439, loss_dice: 0.082996
iteration 5011 : loss : 0.205516, loss_ce: 0.143738, loss_dice: 0.241716
iteration 5012 : loss : 0.036779, loss_ce: 0.010968, loss_dice: 0.038949
iteration 5013 : loss : 0.200019, loss_ce: 0.059102, loss_dice: 0.314652
iteration 5014 : loss : 0.050846, loss_ce: 0.036060, loss_dice: 0.048942
iteration 5015 : loss : 0.034505, loss_ce: 0.022189, loss_dice: 0.023753

 17%|████▏                    | 418/2501 [3:38:23<25:16:26, 43.68s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:28<00:00,  3.51s/it]
iteration 5017 : loss : 0.057627, loss_ce: 0.037874, loss_dice: 0.067835
iteration 5018 : loss : 0.040800, loss_ce: 0.021139, loss_dice: 0.039645
iteration 5019 : loss : 0.047734, loss_ce: 0.037449, loss_dice: 0.035508
iteration 5020 : loss : 0.037843, loss_ce: 0.020551, loss_dice: 0.037359
iteration 5021 : loss : 0.034542, loss_ce: 0.027341, loss_dice: 0.020012
iteration 5022 : loss : 0.048629, loss_ce: 0.026624, loss_dice: 0.041893
iteration 5023 : loss : 0.047516, loss_ce: 0.026662, loss_dice: 0.054463
