
Namespace(T=1, base_lr=0.01, batch_size=4, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='GDT-MT_woATO', gpu='4', labeled_bs=2, labeled_num=50, max_iterations=30000, model='vnet_3D_96_32', num_classes=2, patch_size=[96, 96, 96], root_path='/data/sohui/BraTS/data/BraTs2019', seed=1337, total_labeled_num=250)
total 250 samples
25 iterations per epoch
  0%|                                        | 0/1201 [00:00<?, ?it/s]
Validation end

 34%|████████▍                | 408/1201 [6:22:51<15:44:22, 71.45s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.70s/it]
iteration 10201 : loss : 0.090966, loss_ce: 0.090724, loss_dice: 0.072372
iteration 10202 : loss : 0.046684, loss_ce: 0.039895, loss_dice: 0.041257
iteration 10203 : loss : 0.036051, loss_ce: 0.027008, loss_dice: 0.019726
iteration 10204 : loss : 0.039541, loss_ce: 0.028660, loss_dice: 0.028215
iteration 10205 : loss : 0.038873, loss_ce: 0.017504, loss_dice: 0.040823
iteration 10206 : loss : 0.032623, loss_ce: 0.021297, loss_dice: 0.034719
iteration 10207 : loss : 0.053444, loss_ce: 0.044459, loss_dice: 0.041871
iteration 10208 : loss : 0.047448, loss_ce: 0.040759, loss_dice: 0.030246
iteration 10209 : loss : 0.039373, loss_ce: 0.025750, loss_dice: 0.037113
iteration 10210 : loss : 0.056107, loss_ce: 0.049724, loss_dice: 0.024485
iteration 10211 : loss : 0.049179, loss_ce: 0.030884, loss_dice: 0.052715
iteration 10212 : loss : 0.036783, loss_ce: 0.015319, loss_dice: 0.034011
iteration 10213 : loss : 0.047610, loss_ce: 0.014981, loss_dice: 0.065149
iteration 10214 : loss : 0.035703, loss_ce: 0.034030, loss_dice: 0.026770
iteration 10215 : loss : 0.064662, loss_ce: 0.053460, loss_dice: 0.050491
iteration 10216 : loss : 0.045232, loss_ce: 0.014997, loss_dice: 0.057866
iteration 10217 : loss : 0.114211, loss_ce: 0.132498, loss_dice: 0.074519
iteration 10218 : loss : 0.037215, loss_ce: 0.036121, loss_dice: 0.024168
iteration 10219 : loss : 0.034443, loss_ce: 0.020441, loss_dice: 0.023936
iteration 10220 : loss : 0.281897, loss_ce: 0.192579, loss_dice: 0.359254
iteration 10221 : loss : 0.033387, loss_ce: 0.025460, loss_dice: 0.023395
iteration 10222 : loss : 0.023701, loss_ce: 0.014232, loss_dice: 0.022852
iteration 10223 : loss : 0.046126, loss_ce: 0.025800, loss_dice: 0.050254
iteration 10224 : loss : 0.045521, loss_ce: 0.038734, loss_dice: 0.030595

 34%|████████▌                | 409/1201 [6:23:33<13:47:14, 62.67s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.70s/it]
iteration 10226 : loss : 0.087236, loss_ce: 0.068742, loss_dice: 0.089437
iteration 10227 : loss : 0.087448, loss_ce: 0.027422, loss_dice: 0.114725
iteration 10228 : loss : 0.040290, loss_ce: 0.037274, loss_dice: 0.030619
iteration 10229 : loss : 0.061004, loss_ce: 0.007418, loss_dice: 0.041597
iteration 10230 : loss : 0.035188, loss_ce: 0.029642, loss_dice: 0.018011
iteration 10231 : loss : 0.058329, loss_ce: 0.051119, loss_dice: 0.031512
iteration 10232 : loss : 0.066874, loss_ce: 0.060605, loss_dice: 0.060606
iteration 10233 : loss : 0.055338, loss_ce: 0.051280, loss_dice: 0.046329
iteration 10234 : loss : 0.051548, loss_ce: 0.044429, loss_dice: 0.046099
iteration 10235 : loss : 0.341697, loss_ce: 0.393356, loss_dice: 0.278940
iteration 10236 : loss : 0.036233, loss_ce: 0.026286, loss_dice: 0.030366
iteration 10237 : loss : 0.024682, loss_ce: 0.019750, loss_dice: 0.013978
iteration 10238 : loss : 0.031179, loss_ce: 0.017333, loss_dice: 0.020924
iteration 10239 : loss : 0.028002, loss_ce: 0.014488, loss_dice: 0.031358
iteration 10240 : loss : 0.042584, loss_ce: 0.026064, loss_dice: 0.030518
iteration 10241 : loss : 0.082171, loss_ce: 0.061704, loss_dice: 0.074157
iteration 10242 : loss : 0.086003, loss_ce: 0.089532, loss_dice: 0.059840
iteration 10243 : loss : 0.055944, loss_ce: 0.057767, loss_dice: 0.043831
iteration 10244 : loss : 0.046540, loss_ce: 0.031895, loss_dice: 0.048986
iteration 10245 : loss : 0.045339, loss_ce: 0.037696, loss_dice: 0.034197
iteration 10246 : loss : 0.055294, loss_ce: 0.042221, loss_dice: 0.052989
iteration 10247 : loss : 0.052864, loss_ce: 0.023810, loss_dice: 0.049564
iteration 10248 : loss : 0.062708, loss_ce: 0.054973, loss_dice: 0.041910
iteration 10249 : loss : 0.056597, loss_ce: 0.011822, loss_dice: 0.065365

 34%|████████▌                | 410/1201 [6:24:15<12:21:42, 56.26s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.70s/it]
iteration 10251 : loss : 0.077181, loss_ce: 0.009364, loss_dice: 0.056053
iteration 10252 : loss : 0.034653, loss_ce: 0.014750, loss_dice: 0.037590
iteration 10253 : loss : 0.046304, loss_ce: 0.029397, loss_dice: 0.035364
iteration 10254 : loss : 0.070529, loss_ce: 0.068612, loss_dice: 0.055530
iteration 10255 : loss : 0.046213, loss_ce: 0.044802, loss_dice: 0.028237
iteration 10256 : loss : 0.031809, loss_ce: 0.021293, loss_dice: 0.030986
iteration 10257 : loss : 0.026978, loss_ce: 0.019905, loss_dice: 0.014813
iteration 10258 : loss : 0.029665, loss_ce: 0.015424, loss_dice: 0.032811
iteration 10259 : loss : 0.048114, loss_ce: 0.050440, loss_dice: 0.032578
iteration 10260 : loss : 0.060661, loss_ce: 0.012511, loss_dice: 0.057353
iteration 10261 : loss : 0.029546, loss_ce: 0.016608, loss_dice: 0.022192
iteration 10262 : loss : 0.031974, loss_ce: 0.025117, loss_dice: 0.019671
iteration 10263 : loss : 0.049061, loss_ce: 0.011906, loss_dice: 0.063194
iteration 10264 : loss : 0.029538, loss_ce: 0.019019, loss_dice: 0.015581
iteration 10265 : loss : 0.027784, loss_ce: 0.016601, loss_dice: 0.024857
iteration 10266 : loss : 0.035281, loss_ce: 0.021296, loss_dice: 0.037777
iteration 10267 : loss : 0.028973, loss_ce: 0.020195, loss_dice: 0.031025
iteration 10268 : loss : 0.031563, loss_ce: 0.010568, loss_dice: 0.036834
iteration 10269 : loss : 0.027838, loss_ce: 0.013757, loss_dice: 0.023473
iteration 10270 : loss : 0.033624, loss_ce: 0.020648, loss_dice: 0.036592
iteration 10271 : loss : 0.062280, loss_ce: 0.047132, loss_dice: 0.042733
iteration 10272 : loss : 0.028281, loss_ce: 0.016327, loss_dice: 0.023858
iteration 10273 : loss : 0.032435, loss_ce: 0.024840, loss_dice: 0.024238
iteration 10274 : loss : 0.028358, loss_ce: 0.019298, loss_dice: 0.026511

 34%|████████▌                | 411/1201 [6:24:56<11:24:17, 51.97s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.70s/it]
iteration 10276 : loss : 0.025063, loss_ce: 0.020656, loss_dice: 0.020642
iteration 10277 : loss : 0.050587, loss_ce: 0.054070, loss_dice: 0.028063
iteration 10278 : loss : 0.042057, loss_ce: 0.024060, loss_dice: 0.045713
iteration 10279 : loss : 0.049123, loss_ce: 0.010526, loss_dice: 0.034151
iteration 10280 : loss : 0.044971, loss_ce: 0.027359, loss_dice: 0.049496
iteration 10281 : loss : 0.031071, loss_ce: 0.024105, loss_dice: 0.028627
iteration 10282 : loss : 0.025958, loss_ce: 0.008933, loss_dice: 0.027113
iteration 10283 : loss : 0.056666, loss_ce: 0.038703, loss_dice: 0.046463
iteration 10284 : loss : 0.064969, loss_ce: 0.051572, loss_dice: 0.064240
iteration 10285 : loss : 0.082091, loss_ce: 0.027172, loss_dice: 0.112853
iteration 10286 : loss : 0.035527, loss_ce: 0.009601, loss_dice: 0.032472
iteration 10287 : loss : 0.037369, loss_ce: 0.019982, loss_dice: 0.023126
iteration 10288 : loss : 0.076320, loss_ce: 0.010485, loss_dice: 0.054987
iteration 10289 : loss : 0.060737, loss_ce: 0.066309, loss_dice: 0.041893
iteration 10290 : loss : 0.061922, loss_ce: 0.026947, loss_dice: 0.086861
iteration 10291 : loss : 0.045301, loss_ce: 0.030345, loss_dice: 0.032236
iteration 10292 : loss : 0.026350, loss_ce: 0.013688, loss_dice: 0.023225
iteration 10293 : loss : 0.032942, loss_ce: 0.016993, loss_dice: 0.037237
iteration 10294 : loss : 0.024261, loss_ce: 0.013027, loss_dice: 0.013133
iteration 10295 : loss : 0.265585, loss_ce: 0.054620, loss_dice: 0.375726
iteration 10296 : loss : 0.033953, loss_ce: 0.013278, loss_dice: 0.044605
iteration 10297 : loss : 0.046149, loss_ce: 0.039821, loss_dice: 0.041464
iteration 10298 : loss : 0.059569, loss_ce: 0.064129, loss_dice: 0.027581
iteration 10299 : loss : 0.048450, loss_ce: 0.047639, loss_dice: 0.031616

 34%|████████▌                | 412/1201 [6:25:37<10:39:15, 48.61s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.70s/it]
iteration 10301 : loss : 0.037287, loss_ce: 0.033888, loss_dice: 0.022136
iteration 10302 : loss : 0.050368, loss_ce: 0.013798, loss_dice: 0.069852
iteration 10303 : loss : 0.028097, loss_ce: 0.008933, loss_dice: 0.026467
iteration 10304 : loss : 0.043134, loss_ce: 0.024247, loss_dice: 0.043475
iteration 10305 : loss : 0.035909, loss_ce: 0.016945, loss_dice: 0.040959
iteration 10306 : loss : 0.032215, loss_ce: 0.028405, loss_dice: 0.021811
iteration 10307 : loss : 0.060702, loss_ce: 0.008249, loss_dice: 0.020323
iteration 10308 : loss : 0.043225, loss_ce: 0.043582, loss_dice: 0.029493
iteration 10309 : loss : 0.041990, loss_ce: 0.011735, loss_dice: 0.048730
iteration 10310 : loss : 0.045807, loss_ce: 0.017103, loss_dice: 0.053919
iteration 10311 : loss : 0.056138, loss_ce: 0.054248, loss_dice: 0.041857
iteration 10312 : loss : 0.040311, loss_ce: 0.037019, loss_dice: 0.028546
iteration 10313 : loss : 0.026395, loss_ce: 0.013160, loss_dice: 0.025776
iteration 10314 : loss : 0.038855, loss_ce: 0.018657, loss_dice: 0.032138
iteration 10315 : loss : 0.081889, loss_ce: 0.011037, loss_dice: 0.130425
iteration 10316 : loss : 0.054734, loss_ce: 0.042356, loss_dice: 0.052103
iteration 10317 : loss : 0.056541, loss_ce: 0.060577, loss_dice: 0.034960
iteration 10318 : loss : 0.057706, loss_ce: 0.025487, loss_dice: 0.063026
iteration 10319 : loss : 0.041898, loss_ce: 0.042017, loss_dice: 0.024947
iteration 10320 : loss : 0.033458, loss_ce: 0.020101, loss_dice: 0.032882
iteration 10321 : loss : 0.044342, loss_ce: 0.036839, loss_dice: 0.037340
iteration 10322 : loss : 0.029131, loss_ce: 0.022193, loss_dice: 0.020399
iteration 10323 : loss : 0.042969, loss_ce: 0.032981, loss_dice: 0.038350

 34%|████████▌                | 413/1201 [6:26:19<10:11:51, 46.59s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.70s/it]
iteration 10325 : loss : 0.048646, loss_ce: 0.030923, loss_dice: 0.048191
iteration 10326 : loss : 0.040235, loss_ce: 0.019702, loss_dice: 0.044078
iteration 10327 : loss : 0.019168, loss_ce: 0.011547, loss_dice: 0.014659
iteration 10328 : loss : 0.041611, loss_ce: 0.019614, loss_dice: 0.032735
iteration 10329 : loss : 0.024479, loss_ce: 0.011036, loss_dice: 0.026462
iteration 10330 : loss : 0.037049, loss_ce: 0.024818, loss_dice: 0.026692
iteration 10331 : loss : 0.033512, loss_ce: 0.008085, loss_dice: 0.028034
iteration 10332 : loss : 0.040988, loss_ce: 0.034822, loss_dice: 0.034200
iteration 10333 : loss : 0.042180, loss_ce: 0.026085, loss_dice: 0.045492
iteration 10334 : loss : 0.086662, loss_ce: 0.016308, loss_dice: 0.137401
iteration 10335 : loss : 0.027233, loss_ce: 0.015189, loss_dice: 0.022478
iteration 10336 : loss : 0.050309, loss_ce: 0.029552, loss_dice: 0.055560
iteration 10337 : loss : 0.044198, loss_ce: 0.025850, loss_dice: 0.046905
iteration 10338 : loss : 0.054573, loss_ce: 0.051704, loss_dice: 0.035496
iteration 10339 : loss : 0.045483, loss_ce: 0.018348, loss_dice: 0.051668
iteration 10340 : loss : 0.052016, loss_ce: 0.024433, loss_dice: 0.057811
iteration 10341 : loss : 0.020884, loss_ce: 0.012295, loss_dice: 0.021262
iteration 10342 : loss : 0.032818, loss_ce: 0.016834, loss_dice: 0.038641
iteration 10343 : loss : 0.029037, loss_ce: 0.012686, loss_dice: 0.035797
iteration 10344 : loss : 0.037801, loss_ce: 0.025349, loss_dice: 0.024891
iteration 10345 : loss : 0.078446, loss_ce: 0.083466, loss_dice: 0.043688
iteration 10346 : loss : 0.035813, loss_ce: 0.028672, loss_dice: 0.029051
iteration 10347 : loss : 0.025855, loss_ce: 0.010199, loss_dice: 0.019342
iteration 10348 : loss : 0.020737, loss_ce: 0.007446, loss_dice: 0.026791
iteration 10349 : loss : 0.043050, loss_ce: 0.037883, loss_dice: 0.031273

 34%|████████▉                 | 414/1201 [6:27:00<9:50:28, 45.02s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.70s/it]
iteration 10351 : loss : 0.021919, loss_ce: 0.012470, loss_dice: 0.020156
iteration 10352 : loss : 0.031260, loss_ce: 0.013677, loss_dice: 0.027637
iteration 10353 : loss : 0.135984, loss_ce: 0.012120, loss_dice: 0.238221
iteration 10354 : loss : 0.045126, loss_ce: 0.043056, loss_dice: 0.031567
iteration 10355 : loss : 0.073748, loss_ce: 0.072086, loss_dice: 0.038330
iteration 10356 : loss : 0.039039, loss_ce: 0.014608, loss_dice: 0.046574
iteration 10357 : loss : 0.037855, loss_ce: 0.012842, loss_dice: 0.053333
iteration 10358 : loss : 0.027807, loss_ce: 0.019398, loss_dice: 0.020892
iteration 10359 : loss : 0.037774, loss_ce: 0.024062, loss_dice: 0.037976
iteration 10360 : loss : 0.032240, loss_ce: 0.026466, loss_dice: 0.022468
iteration 10361 : loss : 0.028369, loss_ce: 0.022051, loss_dice: 0.021183
iteration 10362 : loss : 0.053892, loss_ce: 0.043424, loss_dice: 0.044725
iteration 10363 : loss : 0.042032, loss_ce: 0.031352, loss_dice: 0.035293
iteration 10364 : loss : 0.036680, loss_ce: 0.020370, loss_dice: 0.039653
iteration 10365 : loss : 0.045693, loss_ce: 0.034804, loss_dice: 0.030350
iteration 10366 : loss : 0.035514, loss_ce: 0.013049, loss_dice: 0.035034
iteration 10367 : loss : 0.043356, loss_ce: 0.031506, loss_dice: 0.031082
iteration 10368 : loss : 0.038744, loss_ce: 0.028976, loss_dice: 0.035422
iteration 10369 : loss : 0.029991, loss_ce: 0.016537, loss_dice: 0.026382
iteration 10370 : loss : 0.032542, loss_ce: 0.014575, loss_dice: 0.041447
iteration 10371 : loss : 0.025880, loss_ce: 0.014459, loss_dice: 0.024899
iteration 10372 : loss : 0.036090, loss_ce: 0.018610, loss_dice: 0.042351
iteration 10373 : loss : 0.048350, loss_ce: 0.032764, loss_dice: 0.048853
iteration 10374 : loss : 0.034269, loss_ce: 0.015036, loss_dice: 0.032032

 35%|████████▉                 | 415/1201 [6:27:42<9:37:55, 44.12s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.70s/it]
iteration 10376 : loss : 0.067053, loss_ce: 0.037283, loss_dice: 0.067947
iteration 10377 : loss : 0.032166, loss_ce: 0.027199, loss_dice: 0.024384
iteration 10378 : loss : 0.040138, loss_ce: 0.039110, loss_dice: 0.024527
iteration 10379 : loss : 0.033305, loss_ce: 0.020292, loss_dice: 0.025430
iteration 10380 : loss : 0.021662, loss_ce: 0.011098, loss_dice: 0.021056
iteration 10381 : loss : 0.059784, loss_ce: 0.025564, loss_dice: 0.079055
iteration 10382 : loss : 0.045328, loss_ce: 0.022016, loss_dice: 0.051196
iteration 10383 : loss : 0.035666, loss_ce: 0.025752, loss_dice: 0.028619
iteration 10384 : loss : 0.075133, loss_ce: 0.064430, loss_dice: 0.045210
iteration 10385 : loss : 0.037839, loss_ce: 0.035490, loss_dice: 0.027418
iteration 10386 : loss : 0.059090, loss_ce: 0.011760, loss_dice: 0.035098
iteration 10387 : loss : 0.059270, loss_ce: 0.067240, loss_dice: 0.039314
iteration 10388 : loss : 0.030209, loss_ce: 0.026239, loss_dice: 0.018338
iteration 10389 : loss : 0.047227, loss_ce: 0.039197, loss_dice: 0.033300
iteration 10390 : loss : 0.041695, loss_ce: 0.016604, loss_dice: 0.050998
iteration 10391 : loss : 0.053956, loss_ce: 0.040956, loss_dice: 0.052295
iteration 10392 : loss : 0.059070, loss_ce: 0.029350, loss_dice: 0.071567
iteration 10393 : loss : 0.056864, loss_ce: 0.040554, loss_dice: 0.058386
iteration 10394 : loss : 0.028126, loss_ce: 0.017727, loss_dice: 0.028216
iteration 10395 : loss : 0.038028, loss_ce: 0.025515, loss_dice: 0.041798
iteration 10396 : loss : 0.047346, loss_ce: 0.027139, loss_dice: 0.024344
iteration 10397 : loss : 0.063752, loss_ce: 0.022752, loss_dice: 0.058034
iteration 10398 : loss : 0.032330, loss_ce: 0.029226, loss_dice: 0.021628
iteration 10399 : loss : 0.030131, loss_ce: 0.016024, loss_dice: 0.031063
iteration 10400 : loss : 0.032907, loss_ce: 0.028348, loss_dice: 0.025724
Validation begin

























100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:35<00:00,  3.74s/it]
Validation end

 35%|████████▋                | 416/1201 [6:30:00<15:41:52, 71.99s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:35<00:00,  3.74s/it]
iteration 10401 : loss : 0.023503, loss_ce: 0.013923, loss_dice: 0.022555
iteration 10402 : loss : 0.062332, loss_ce: 0.037723, loss_dice: 0.067318
iteration 10403 : loss : 0.036687, loss_ce: 0.020645, loss_dice: 0.040757
iteration 10404 : loss : 0.017511, loss_ce: 0.006467, loss_dice: 0.017536
iteration 10405 : loss : 0.035153, loss_ce: 0.028041, loss_dice: 0.026058
iteration 10406 : loss : 0.031828, loss_ce: 0.021100, loss_dice: 0.026954
iteration 10407 : loss : 0.056830, loss_ce: 0.003941, loss_dice: 0.013901
iteration 10408 : loss : 0.039723, loss_ce: 0.015068, loss_dice: 0.045589
iteration 10409 : loss : 0.036983, loss_ce: 0.012326, loss_dice: 0.049886
iteration 10410 : loss : 0.038370, loss_ce: 0.015471, loss_dice: 0.042273
iteration 10411 : loss : 0.054186, loss_ce: 0.039401, loss_dice: 0.050545
iteration 10412 : loss : 0.031903, loss_ce: 0.024203, loss_dice: 0.025397
iteration 10413 : loss : 0.063693, loss_ce: 0.042980, loss_dice: 0.074332
iteration 10414 : loss : 0.075755, loss_ce: 0.076819, loss_dice: 0.063062
iteration 10415 : loss : 0.041504, loss_ce: 0.035264, loss_dice: 0.032862
iteration 10416 : loss : 0.047233, loss_ce: 0.015866, loss_dice: 0.058872
iteration 10417 : loss : 0.022904, loss_ce: 0.017213, loss_dice: 0.022037
iteration 10418 : loss : 0.039266, loss_ce: 0.028571, loss_dice: 0.034055
iteration 10419 : loss : 0.045326, loss_ce: 0.034694, loss_dice: 0.023005
iteration 10420 : loss : 0.042397, loss_ce: 0.043267, loss_dice: 0.029954
iteration 10421 : loss : 0.082081, loss_ce: 0.097215, loss_dice: 0.033594
iteration 10422 : loss : 0.045971, loss_ce: 0.037851, loss_dice: 0.041812
iteration 10423 : loss : 0.031535, loss_ce: 0.016895, loss_dice: 0.025227
iteration 10424 : loss : 0.050898, loss_ce: 0.027331, loss_dice: 0.042465

 35%|████████▋                | 417/1201 [6:30:41<13:40:16, 62.78s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:35<00:00,  3.74s/it]
iteration 10426 : loss : 0.026344, loss_ce: 0.024188, loss_dice: 0.020797
iteration 10427 : loss : 0.022191, loss_ce: 0.011371, loss_dice: 0.023287
iteration 10428 : loss : 0.031192, loss_ce: 0.018287, loss_dice: 0.029416
iteration 10429 : loss : 0.047554, loss_ce: 0.016950, loss_dice: 0.063042
iteration 10430 : loss : 0.049484, loss_ce: 0.016901, loss_dice: 0.066357
iteration 10431 : loss : 0.033442, loss_ce: 0.021230, loss_dice: 0.034249
iteration 10432 : loss : 0.064543, loss_ce: 0.057794, loss_dice: 0.046730
iteration 10433 : loss : 0.026792, loss_ce: 0.020106, loss_dice: 0.021184
iteration 10434 : loss : 0.019827, loss_ce: 0.014802, loss_dice: 0.014229
iteration 10435 : loss : 0.029972, loss_ce: 0.017989, loss_dice: 0.031258
iteration 10436 : loss : 0.047695, loss_ce: 0.037783, loss_dice: 0.044120
iteration 10437 : loss : 0.039235, loss_ce: 0.032842, loss_dice: 0.025514
iteration 10438 : loss : 0.034920, loss_ce: 0.020323, loss_dice: 0.018191
iteration 10439 : loss : 0.048247, loss_ce: 0.030184, loss_dice: 0.053084
iteration 10440 : loss : 0.035045, loss_ce: 0.026772, loss_dice: 0.035230
iteration 10441 : loss : 0.066079, loss_ce: 0.050107, loss_dice: 0.063068
iteration 10442 : loss : 0.031226, loss_ce: 0.014633, loss_dice: 0.023733
iteration 10443 : loss : 0.060896, loss_ce: 0.021030, loss_dice: 0.081132
iteration 10444 : loss : 0.031693, loss_ce: 0.018555, loss_dice: 0.029541
iteration 10445 : loss : 0.028809, loss_ce: 0.021043, loss_dice: 0.018650
iteration 10446 : loss : 0.070400, loss_ce: 0.073669, loss_dice: 0.029303
iteration 10447 : loss : 0.020637, loss_ce: 0.015928, loss_dice: 0.017128
iteration 10448 : loss : 0.034475, loss_ce: 0.030356, loss_dice: 0.029785
iteration 10449 : loss : 0.047647, loss_ce: 0.026348, loss_dice: 0.052258

 35%|████████▋                | 418/1201 [6:31:22<12:16:41, 56.45s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:35<00:00,  3.74s/it]
iteration 10451 : loss : 0.044522, loss_ce: 0.048323, loss_dice: 0.027134
iteration 10452 : loss : 0.043990, loss_ce: 0.037709, loss_dice: 0.021250
iteration 10453 : loss : 0.031869, loss_ce: 0.020379, loss_dice: 0.023323
iteration 10454 : loss : 0.041273, loss_ce: 0.035334, loss_dice: 0.039293
iteration 10455 : loss : 0.053552, loss_ce: 0.023188, loss_dice: 0.056005
iteration 10456 : loss : 0.052661, loss_ce: 0.053157, loss_dice: 0.021946
iteration 10457 : loss : 0.042770, loss_ce: 0.032068, loss_dice: 0.026037
iteration 10458 : loss : 0.056556, loss_ce: 0.033706, loss_dice: 0.060874
iteration 10459 : loss : 0.029200, loss_ce: 0.009356, loss_dice: 0.019450
iteration 10460 : loss : 0.045505, loss_ce: 0.029397, loss_dice: 0.049534
iteration 10461 : loss : 0.037824, loss_ce: 0.031518, loss_dice: 0.027479
iteration 10462 : loss : 0.033634, loss_ce: 0.019574, loss_dice: 0.030801
iteration 10463 : loss : 0.062784, loss_ce: 0.022827, loss_dice: 0.083182
iteration 10464 : loss : 0.052357, loss_ce: 0.030876, loss_dice: 0.058858
iteration 10465 : loss : 0.021461, loss_ce: 0.015327, loss_dice: 0.019863
iteration 10466 : loss : 0.073781, loss_ce: 0.080027, loss_dice: 0.037893
iteration 10467 : loss : 0.045071, loss_ce: 0.015141, loss_dice: 0.051754
iteration 10468 : loss : 0.042088, loss_ce: 0.010284, loss_dice: 0.039168
iteration 10469 : loss : 0.027748, loss_ce: 0.011491, loss_dice: 0.024769
iteration 10470 : loss : 0.048073, loss_ce: 0.041345, loss_dice: 0.040338
iteration 10471 : loss : 0.026986, loss_ce: 0.018334, loss_dice: 0.017142
iteration 10472 : loss : 0.252965, loss_ce: 0.199508, loss_dice: 0.288754
iteration 10473 : loss : 0.034945, loss_ce: 0.028082, loss_dice: 0.027509
iteration 10474 : loss : 0.030787, loss_ce: 0.021162, loss_dice: 0.023487

 35%|████████▋                | 419/1201 [6:32:04<11:17:07, 51.95s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:35<00:00,  3.74s/it]
iteration 10476 : loss : 0.048114, loss_ce: 0.040606, loss_dice: 0.028611
iteration 10477 : loss : 0.089293, loss_ce: 0.084385, loss_dice: 0.059470
iteration 10478 : loss : 0.042019, loss_ce: 0.036388, loss_dice: 0.035493
iteration 10479 : loss : 0.036645, loss_ce: 0.036656, loss_dice: 0.026200
iteration 10480 : loss : 0.033765, loss_ce: 0.017390, loss_dice: 0.030520
iteration 10481 : loss : 0.030257, loss_ce: 0.027134, loss_dice: 0.023078
iteration 10482 : loss : 0.030819, loss_ce: 0.019813, loss_dice: 0.022418
iteration 10483 : loss : 0.036063, loss_ce: 0.022062, loss_dice: 0.029727
iteration 10484 : loss : 0.033616, loss_ce: 0.017030, loss_dice: 0.026096
iteration 10485 : loss : 0.044570, loss_ce: 0.014578, loss_dice: 0.057359
iteration 10486 : loss : 0.024986, loss_ce: 0.013113, loss_dice: 0.024777
iteration 10487 : loss : 0.072757, loss_ce: 0.007264, loss_dice: 0.096044
iteration 10488 : loss : 0.046092, loss_ce: 0.035391, loss_dice: 0.041437
iteration 10489 : loss : 0.030672, loss_ce: 0.013055, loss_dice: 0.034970
iteration 10490 : loss : 0.068874, loss_ce: 0.006171, loss_dice: 0.106924
iteration 10491 : loss : 0.056484, loss_ce: 0.016307, loss_dice: 0.052041
iteration 10492 : loss : 0.035534, loss_ce: 0.019316, loss_dice: 0.031653
iteration 10493 : loss : 0.049605, loss_ce: 0.024095, loss_dice: 0.058629
iteration 10494 : loss : 0.035338, loss_ce: 0.016348, loss_dice: 0.021758
iteration 10495 : loss : 0.037957, loss_ce: 0.018029, loss_dice: 0.044347
iteration 10496 : loss : 0.041717, loss_ce: 0.035799, loss_dice: 0.030671
iteration 10497 : loss : 0.030266, loss_ce: 0.017810, loss_dice: 0.025964
iteration 10498 : loss : 0.047875, loss_ce: 0.041111, loss_dice: 0.022931
iteration 10499 : loss : 0.042055, loss_ce: 0.048375, loss_dice: 0.024760

 35%|████████▋                | 420/1201 [6:32:46<10:38:07, 49.02s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:35<00:00,  3.74s/it]
iteration 10501 : loss : 0.047395, loss_ce: 0.031520, loss_dice: 0.040116
iteration 10502 : loss : 0.052297, loss_ce: 0.052949, loss_dice: 0.039957
iteration 10503 : loss : 0.044115, loss_ce: 0.015198, loss_dice: 0.060970
iteration 10504 : loss : 0.049544, loss_ce: 0.035525, loss_dice: 0.025853
iteration 10505 : loss : 0.034978, loss_ce: 0.015473, loss_dice: 0.026095
iteration 10506 : loss : 0.055035, loss_ce: 0.039780, loss_dice: 0.054839
iteration 10507 : loss : 0.048187, loss_ce: 0.004334, loss_dice: 0.061118
iteration 10508 : loss : 0.038039, loss_ce: 0.031724, loss_dice: 0.030999
iteration 10509 : loss : 0.046638, loss_ce: 0.023054, loss_dice: 0.053394
iteration 10510 : loss : 0.285288, loss_ce: 0.037009, loss_dice: 0.485750
iteration 10511 : loss : 0.038538, loss_ce: 0.037191, loss_dice: 0.025982
iteration 10512 : loss : 0.035435, loss_ce: 0.017747, loss_dice: 0.038215
iteration 10513 : loss : 0.049725, loss_ce: 0.038343, loss_dice: 0.044917
