
Namespace(T=4, base_lr=0.01, batch_size=4, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='GDT-MT', gpu='5', labeled_bs=2, labeled_num=50, max_iterations=30000, model='vnet_3D_96_32', num_classes=2, patch_size=[96, 96, 96], root_path='/data/sohui/BraTS/data/BraTs2019', seed=1337, total_labeled_num=250)
total 250 samples
25 iterations per epoch
  0%|                                        | 0/1201 [00:00<?, ?it/s]
Validation end

 19%|████▋                    | 224/1201 [3:56:28<22:04:07, 81.32s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:31<00:00,  3.65s/it]
iteration 5601 : loss : 0.064321, loss_ce: 0.046212, loss_dice: 0.066165
iteration 5602 : loss : 0.034826, loss_ce: 0.023690, loss_dice: 0.029550
iteration 5603 : loss : 0.025682, loss_ce: 0.011409, loss_dice: 0.022371
iteration 5604 : loss : 0.045399, loss_ce: 0.035615, loss_dice: 0.039742
iteration 5605 : loss : 0.039690, loss_ce: 0.023833, loss_dice: 0.043244
iteration 5606 : loss : 0.044395, loss_ce: 0.028627, loss_dice: 0.047245
iteration 5607 : loss : 0.287627, loss_ce: 0.004263, loss_dice: 0.499867
iteration 5608 : loss : 0.039312, loss_ce: 0.032863, loss_dice: 0.030865
iteration 5609 : loss : 0.059784, loss_ce: 0.024484, loss_dice: 0.075646
iteration 5610 : loss : 0.245818, loss_ce: 0.180985, loss_dice: 0.286611
iteration 5611 : loss : 0.050582, loss_ce: 0.033210, loss_dice: 0.046852
iteration 5612 : loss : 0.042193, loss_ce: 0.032401, loss_dice: 0.032872
iteration 5613 : loss : 0.080968, loss_ce: 0.045100, loss_dice: 0.093389
iteration 5614 : loss : 0.077940, loss_ce: 0.031724, loss_dice: 0.107157
iteration 5615 : loss : 0.079706, loss_ce: 0.066171, loss_dice: 0.073997
iteration 5616 : loss : 0.076362, loss_ce: 0.057153, loss_dice: 0.072790
iteration 5617 : loss : 0.050729, loss_ce: 0.035791, loss_dice: 0.050882
iteration 5618 : loss : 0.043640, loss_ce: 0.024953, loss_dice: 0.045658
iteration 5619 : loss : 0.077945, loss_ce: 0.044814, loss_dice: 0.101267
iteration 5620 : loss : 0.031152, loss_ce: 0.020309, loss_dice: 0.030524
iteration 5621 : loss : 0.038984, loss_ce: 0.020883, loss_dice: 0.033927
iteration 5622 : loss : 0.038615, loss_ce: 0.029446, loss_dice: 0.033690
iteration 5623 : loss : 0.042560, loss_ce: 0.044089, loss_dice: 0.021097
iteration 5624 : loss : 0.035957, loss_ce: 0.025004, loss_dice: 0.034407

 19%|████▋                    | 225/1201 [3:57:20<19:40:14, 72.56s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:31<00:00,  3.65s/it]
iteration 5626 : loss : 0.051738, loss_ce: 0.051484, loss_dice: 0.038932
iteration 5627 : loss : 0.027038, loss_ce: 0.016067, loss_dice: 0.020858
iteration 5628 : loss : 0.033946, loss_ce: 0.024650, loss_dice: 0.028013
iteration 5629 : loss : 0.051496, loss_ce: 0.028010, loss_dice: 0.044864
iteration 5630 : loss : 0.030016, loss_ce: 0.027086, loss_dice: 0.018128
iteration 5631 : loss : 0.039154, loss_ce: 0.027960, loss_dice: 0.038027
iteration 5632 : loss : 0.022143, loss_ce: 0.012043, loss_dice: 0.022447
iteration 5633 : loss : 0.038644, loss_ce: 0.023185, loss_dice: 0.032194
iteration 5634 : loss : 0.066046, loss_ce: 0.012695, loss_dice: 0.092279
iteration 5635 : loss : 0.038731, loss_ce: 0.014876, loss_dice: 0.043029
iteration 5636 : loss : 0.038600, loss_ce: 0.025423, loss_dice: 0.038565
iteration 5637 : loss : 0.036928, loss_ce: 0.029266, loss_dice: 0.026673
iteration 5638 : loss : 0.054001, loss_ce: 0.034833, loss_dice: 0.049485
iteration 5639 : loss : 0.062948, loss_ce: 0.058174, loss_dice: 0.043026
iteration 5640 : loss : 0.152308, loss_ce: 0.027721, loss_dice: 0.194565
iteration 5641 : loss : 0.059595, loss_ce: 0.029065, loss_dice: 0.064514
iteration 5642 : loss : 0.033800, loss_ce: 0.018516, loss_dice: 0.031417
iteration 5643 : loss : 0.058683, loss_ce: 0.043190, loss_dice: 0.050494
iteration 5644 : loss : 0.071456, loss_ce: 0.077512, loss_dice: 0.043744
iteration 5645 : loss : 0.057732, loss_ce: 0.045265, loss_dice: 0.056302
iteration 5646 : loss : 0.335057, loss_ce: 0.300965, loss_dice: 0.343267
iteration 5647 : loss : 0.073860, loss_ce: 0.059336, loss_dice: 0.071046
iteration 5648 : loss : 0.043348, loss_ce: 0.028202, loss_dice: 0.040275
iteration 5649 : loss : 0.100881, loss_ce: 0.025122, loss_dice: 0.144771

 19%|████▋                    | 226/1201 [3:58:12<18:00:49, 66.51s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:31<00:00,  3.65s/it]
iteration 5651 : loss : 0.026631, loss_ce: 0.018672, loss_dice: 0.021946
iteration 5652 : loss : 0.047955, loss_ce: 0.038394, loss_dice: 0.035138
iteration 5653 : loss : 0.052616, loss_ce: 0.041160, loss_dice: 0.039606
iteration 5654 : loss : 0.029126, loss_ce: 0.021127, loss_dice: 0.018992
iteration 5655 : loss : 0.028269, loss_ce: 0.017085, loss_dice: 0.023160
iteration 5656 : loss : 0.050678, loss_ce: 0.054690, loss_dice: 0.030145
iteration 5657 : loss : 0.028051, loss_ce: 0.014779, loss_dice: 0.030848
iteration 5658 : loss : 0.039332, loss_ce: 0.035395, loss_dice: 0.032833
iteration 5659 : loss : 0.029209, loss_ce: 0.017798, loss_dice: 0.027864
iteration 5660 : loss : 0.077547, loss_ce: 0.054933, loss_dice: 0.081989
iteration 5661 : loss : 0.101339, loss_ce: 0.019692, loss_dice: 0.078792
iteration 5662 : loss : 0.068205, loss_ce: 0.046377, loss_dice: 0.075783
iteration 5663 : loss : 0.047269, loss_ce: 0.009388, loss_dice: 0.057448
iteration 5664 : loss : 0.059622, loss_ce: 0.039552, loss_dice: 0.050208
iteration 5665 : loss : 0.046253, loss_ce: 0.017235, loss_dice: 0.060077
iteration 5666 : loss : 0.079825, loss_ce: 0.013022, loss_dice: 0.109232
iteration 5667 : loss : 0.034776, loss_ce: 0.025836, loss_dice: 0.028905
iteration 5668 : loss : 0.025488, loss_ce: 0.014716, loss_dice: 0.022389
iteration 5669 : loss : 0.030459, loss_ce: 0.024606, loss_dice: 0.023814
iteration 5670 : loss : 0.083761, loss_ce: 0.061147, loss_dice: 0.087912
iteration 5671 : loss : 0.079654, loss_ce: 0.084814, loss_dice: 0.046830
iteration 5672 : loss : 0.055685, loss_ce: 0.043017, loss_dice: 0.058779
iteration 5673 : loss : 0.041975, loss_ce: 0.016266, loss_dice: 0.053177
iteration 5674 : loss : 0.023114, loss_ce: 0.016140, loss_dice: 0.021098

 19%|████▋                    | 227/1201 [3:59:04<16:49:08, 62.16s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:31<00:00,  3.65s/it]
iteration 5676 : loss : 0.076983, loss_ce: 0.061483, loss_dice: 0.076076
iteration 5677 : loss : 0.050106, loss_ce: 0.014476, loss_dice: 0.038272
iteration 5678 : loss : 0.024058, loss_ce: 0.018749, loss_dice: 0.013222
iteration 5679 : loss : 0.048293, loss_ce: 0.028353, loss_dice: 0.035267
iteration 5680 : loss : 0.040593, loss_ce: 0.029806, loss_dice: 0.043827
iteration 5681 : loss : 0.060465, loss_ce: 0.050216, loss_dice: 0.039568
iteration 5682 : loss : 0.052920, loss_ce: 0.015451, loss_dice: 0.044665
iteration 5683 : loss : 0.036988, loss_ce: 0.030579, loss_dice: 0.033723
iteration 5684 : loss : 0.057138, loss_ce: 0.034553, loss_dice: 0.055399
iteration 5685 : loss : 0.031314, loss_ce: 0.018040, loss_dice: 0.023590
iteration 5686 : loss : 0.054607, loss_ce: 0.032711, loss_dice: 0.055290
iteration 5687 : loss : 0.053410, loss_ce: 0.032104, loss_dice: 0.057528
iteration 5688 : loss : 0.063718, loss_ce: 0.051306, loss_dice: 0.034974
iteration 5689 : loss : 0.062799, loss_ce: 0.018524, loss_dice: 0.097600
iteration 5690 : loss : 0.046110, loss_ce: 0.043790, loss_dice: 0.029968
iteration 5691 : loss : 0.072467, loss_ce: 0.032845, loss_dice: 0.086628
iteration 5692 : loss : 0.047223, loss_ce: 0.034871, loss_dice: 0.036053
iteration 5693 : loss : 0.170574, loss_ce: 0.025782, loss_dice: 0.292515
iteration 5694 : loss : 0.108326, loss_ce: 0.110541, loss_dice: 0.080857
iteration 5695 : loss : 0.047611, loss_ce: 0.036673, loss_dice: 0.034059
iteration 5696 : loss : 0.037095, loss_ce: 0.031903, loss_dice: 0.026687
iteration 5697 : loss : 0.035222, loss_ce: 0.025304, loss_dice: 0.018290
iteration 5698 : loss : 0.032445, loss_ce: 0.018010, loss_dice: 0.028402
iteration 5699 : loss : 0.031386, loss_ce: 0.022260, loss_dice: 0.028554

 19%|████▋                    | 228/1201 [3:59:56<15:58:48, 59.12s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:31<00:00,  3.65s/it]
iteration 5701 : loss : 0.023404, loss_ce: 0.019541, loss_dice: 0.016858
iteration 5702 : loss : 0.038092, loss_ce: 0.027075, loss_dice: 0.039961
iteration 5703 : loss : 0.119945, loss_ce: 0.087951, loss_dice: 0.136738
iteration 5704 : loss : 0.080388, loss_ce: 0.015243, loss_dice: 0.038211
iteration 5705 : loss : 0.043687, loss_ce: 0.032025, loss_dice: 0.038870
iteration 5706 : loss : 0.049606, loss_ce: 0.037491, loss_dice: 0.036950
iteration 5707 : loss : 0.034616, loss_ce: 0.016894, loss_dice: 0.037962
iteration 5708 : loss : 0.029016, loss_ce: 0.015551, loss_dice: 0.020117
iteration 5709 : loss : 0.133540, loss_ce: 0.037274, loss_dice: 0.211604
iteration 5710 : loss : 0.026388, loss_ce: 0.012895, loss_dice: 0.021804
iteration 5711 : loss : 0.057270, loss_ce: 0.026408, loss_dice: 0.063812
iteration 5712 : loss : 0.045661, loss_ce: 0.024989, loss_dice: 0.046797
iteration 5713 : loss : 0.113898, loss_ce: 0.088092, loss_dice: 0.117227
iteration 5714 : loss : 0.037074, loss_ce: 0.029404, loss_dice: 0.029719
iteration 5715 : loss : 0.036820, loss_ce: 0.017491, loss_dice: 0.032073
iteration 5716 : loss : 0.058010, loss_ce: 0.046105, loss_dice: 0.050638
iteration 5717 : loss : 0.076985, loss_ce: 0.077873, loss_dice: 0.051278
iteration 5718 : loss : 0.056393, loss_ce: 0.026970, loss_dice: 0.052854
iteration 5719 : loss : 0.045102, loss_ce: 0.029982, loss_dice: 0.038108
iteration 5720 : loss : 0.022349, loss_ce: 0.016839, loss_dice: 0.018571
iteration 5721 : loss : 0.067861, loss_ce: 0.056536, loss_dice: 0.062166
iteration 5722 : loss : 0.041533, loss_ce: 0.033018, loss_dice: 0.042517
iteration 5723 : loss : 0.051055, loss_ce: 0.052729, loss_dice: 0.027384
iteration 5724 : loss : 0.049430, loss_ce: 0.030191, loss_dice: 0.049633

 19%|████▊                    | 229/1201 [4:00:48<15:21:30, 56.88s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:31<00:00,  3.65s/it]
iteration 5726 : loss : 0.037434, loss_ce: 0.027678, loss_dice: 0.037276
iteration 5727 : loss : 0.055726, loss_ce: 0.055201, loss_dice: 0.033904
iteration 5728 : loss : 0.049456, loss_ce: 0.021406, loss_dice: 0.059720
iteration 5729 : loss : 0.072097, loss_ce: 0.032656, loss_dice: 0.072722
iteration 5730 : loss : 0.033932, loss_ce: 0.031442, loss_dice: 0.024811
iteration 5731 : loss : 0.055132, loss_ce: 0.017065, loss_dice: 0.052998
iteration 5732 : loss : 0.060837, loss_ce: 0.019446, loss_dice: 0.085107
iteration 5733 : loss : 0.043314, loss_ce: 0.038941, loss_dice: 0.039396
iteration 5734 : loss : 0.081534, loss_ce: 0.024210, loss_dice: 0.104495
iteration 5735 : loss : 0.077783, loss_ce: 0.050148, loss_dice: 0.083845
iteration 5736 : loss : 0.066849, loss_ce: 0.068174, loss_dice: 0.056738
iteration 5737 : loss : 0.037681, loss_ce: 0.022439, loss_dice: 0.039839
iteration 5738 : loss : 0.045215, loss_ce: 0.026257, loss_dice: 0.027860
iteration 5739 : loss : 0.151653, loss_ce: 0.111476, loss_dice: 0.161998
iteration 5740 : loss : 0.040989, loss_ce: 0.035817, loss_dice: 0.034554
iteration 5741 : loss : 0.045287, loss_ce: 0.040441, loss_dice: 0.030563
iteration 5742 : loss : 0.048158, loss_ce: 0.037220, loss_dice: 0.042982
iteration 5743 : loss : 0.062129, loss_ce: 0.010703, loss_dice: 0.084223
iteration 5744 : loss : 0.039858, loss_ce: 0.025183, loss_dice: 0.046017
iteration 5745 : loss : 0.037768, loss_ce: 0.015951, loss_dice: 0.049236
iteration 5746 : loss : 0.057575, loss_ce: 0.049591, loss_dice: 0.040086
iteration 5747 : loss : 0.024370, loss_ce: 0.016443, loss_dice: 0.025343
iteration 5748 : loss : 0.048878, loss_ce: 0.044751, loss_dice: 0.036578
iteration 5749 : loss : 0.064322, loss_ce: 0.026898, loss_dice: 0.066971

 19%|████▊                    | 230/1201 [4:01:41<15:02:21, 55.76s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:31<00:00,  3.65s/it]
iteration 5751 : loss : 0.034112, loss_ce: 0.024064, loss_dice: 0.030724
iteration 5752 : loss : 0.057719, loss_ce: 0.050061, loss_dice: 0.029741
iteration 5753 : loss : 0.060996, loss_ce: 0.051163, loss_dice: 0.046499
iteration 5754 : loss : 0.026978, loss_ce: 0.018547, loss_dice: 0.019278
iteration 5755 : loss : 0.031761, loss_ce: 0.022412, loss_dice: 0.025435
iteration 5756 : loss : 0.033918, loss_ce: 0.023483, loss_dice: 0.022353
iteration 5757 : loss : 0.033803, loss_ce: 0.022463, loss_dice: 0.031171
iteration 5758 : loss : 0.033520, loss_ce: 0.021381, loss_dice: 0.033935
iteration 5759 : loss : 0.041614, loss_ce: 0.034512, loss_dice: 0.035352
iteration 5760 : loss : 0.074330, loss_ce: 0.085966, loss_dice: 0.047781
iteration 5761 : loss : 0.088728, loss_ce: 0.066948, loss_dice: 0.098140
iteration 5762 : loss : 0.114440, loss_ce: 0.140847, loss_dice: 0.062454
iteration 5763 : loss : 0.059358, loss_ce: 0.049161, loss_dice: 0.050084
iteration 5764 : loss : 0.062727, loss_ce: 0.057975, loss_dice: 0.047117
iteration 5765 : loss : 0.045229, loss_ce: 0.045832, loss_dice: 0.023891
iteration 5766 : loss : 0.129230, loss_ce: 0.130264, loss_dice: 0.101181
iteration 5767 : loss : 0.037519, loss_ce: 0.018906, loss_dice: 0.042120
iteration 5768 : loss : 0.044677, loss_ce: 0.023848, loss_dice: 0.042114
iteration 5769 : loss : 0.085754, loss_ce: 0.014462, loss_dice: 0.077583
iteration 5770 : loss : 0.034888, loss_ce: 0.022823, loss_dice: 0.034226
iteration 5771 : loss : 0.070701, loss_ce: 0.034911, loss_dice: 0.086818
iteration 5772 : loss : 0.048156, loss_ce: 0.020662, loss_dice: 0.060322
iteration 5773 : loss : 0.040652, loss_ce: 0.020237, loss_dice: 0.037265
iteration 5774 : loss : 0.063942, loss_ce: 0.057844, loss_dice: 0.053220

 19%|████▊                    | 231/1201 [4:02:34<14:47:08, 54.87s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:31<00:00,  3.65s/it]
iteration 5776 : loss : 0.054227, loss_ce: 0.019158, loss_dice: 0.065058
iteration 5777 : loss : 0.085573, loss_ce: 0.087790, loss_dice: 0.052806
iteration 5778 : loss : 0.030670, loss_ce: 0.016466, loss_dice: 0.030974
iteration 5779 : loss : 0.025455, loss_ce: 0.009208, loss_dice: 0.030548
iteration 5780 : loss : 0.020040, loss_ce: 0.015827, loss_dice: 0.014673
iteration 5781 : loss : 0.167106, loss_ce: 0.126592, loss_dice: 0.176356
iteration 5782 : loss : 0.075828, loss_ce: 0.078100, loss_dice: 0.044098
iteration 5783 : loss : 0.169408, loss_ce: 0.144034, loss_dice: 0.175838
iteration 5784 : loss : 0.083993, loss_ce: 0.050195, loss_dice: 0.101469
iteration 5785 : loss : 0.057374, loss_ce: 0.036565, loss_dice: 0.063187
iteration 5786 : loss : 0.034909, loss_ce: 0.018972, loss_dice: 0.038536
iteration 5787 : loss : 0.075744, loss_ce: 0.084188, loss_dice: 0.044883
iteration 5788 : loss : 0.062175, loss_ce: 0.043997, loss_dice: 0.062749
iteration 5789 : loss : 0.092590, loss_ce: 0.059917, loss_dice: 0.078857
iteration 5790 : loss : 0.034292, loss_ce: 0.021428, loss_dice: 0.022189
iteration 5791 : loss : 0.035035, loss_ce: 0.020824, loss_dice: 0.032072
iteration 5792 : loss : 0.061238, loss_ce: 0.009323, loss_dice: 0.089686
iteration 5793 : loss : 0.048435, loss_ce: 0.036655, loss_dice: 0.043265
iteration 5794 : loss : 0.035386, loss_ce: 0.030432, loss_dice: 0.027374
iteration 5795 : loss : 0.052394, loss_ce: 0.036889, loss_dice: 0.049545
iteration 5796 : loss : 0.025590, loss_ce: 0.019391, loss_dice: 0.022330
iteration 5797 : loss : 0.061854, loss_ce: 0.035833, loss_dice: 0.059042
iteration 5798 : loss : 0.038416, loss_ce: 0.031066, loss_dice: 0.022765
iteration 5799 : loss : 0.042472, loss_ce: 0.020512, loss_dice: 0.035465
iteration 5800 : loss : 0.058824, loss_ce: 0.035443, loss_dice: 0.071305
Validation begin
























 96%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏       | 24/25 [01:28<00:03,  3.56s/it]
Validation end

 19%|████▊                    | 232/1201 [4:04:58<21:59:58, 81.73s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.66s/it]
iteration 5801 : loss : 0.031925, loss_ce: 0.022533, loss_dice: 0.034520
iteration 5802 : loss : 0.049106, loss_ce: 0.017877, loss_dice: 0.065321
iteration 5803 : loss : 0.089680, loss_ce: 0.011847, loss_dice: 0.027860
iteration 5804 : loss : 0.044512, loss_ce: 0.036195, loss_dice: 0.023744
iteration 5805 : loss : 0.089830, loss_ce: 0.084480, loss_dice: 0.075506
iteration 5806 : loss : 0.072449, loss_ce: 0.029300, loss_dice: 0.050303
iteration 5807 : loss : 0.073463, loss_ce: 0.038931, loss_dice: 0.082568
iteration 5808 : loss : 0.100232, loss_ce: 0.061380, loss_dice: 0.108394
iteration 5809 : loss : 0.066976, loss_ce: 0.024315, loss_dice: 0.086030
iteration 5810 : loss : 0.057462, loss_ce: 0.036554, loss_dice: 0.056669
iteration 5811 : loss : 0.067027, loss_ce: 0.056790, loss_dice: 0.064372
iteration 5812 : loss : 0.045639, loss_ce: 0.025237, loss_dice: 0.039487
iteration 5813 : loss : 0.092847, loss_ce: 0.069134, loss_dice: 0.093533
iteration 5814 : loss : 0.034243, loss_ce: 0.022315, loss_dice: 0.028517
iteration 5815 : loss : 0.114389, loss_ce: 0.047040, loss_dice: 0.142662
iteration 5816 : loss : 0.132181, loss_ce: 0.146529, loss_dice: 0.065294
iteration 5817 : loss : 0.053697, loss_ce: 0.052246, loss_dice: 0.042269
iteration 5818 : loss : 0.128368, loss_ce: 0.087684, loss_dice: 0.139081
iteration 5819 : loss : 0.075019, loss_ce: 0.061851, loss_dice: 0.042079
iteration 5820 : loss : 0.040623, loss_ce: 0.039591, loss_dice: 0.026734
iteration 5821 : loss : 0.039223, loss_ce: 0.020076, loss_dice: 0.022107
iteration 5822 : loss : 0.043012, loss_ce: 0.020243, loss_dice: 0.029539
iteration 5823 : loss : 0.042928, loss_ce: 0.030883, loss_dice: 0.035115
iteration 5824 : loss : 0.035348, loss_ce: 0.038800, loss_dice: 0.023119

 19%|████▊                    | 233/1201 [4:05:50<19:34:20, 72.79s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.66s/it]
iteration 5826 : loss : 0.031108, loss_ce: 0.020826, loss_dice: 0.021102
iteration 5827 : loss : 0.040341, loss_ce: 0.026738, loss_dice: 0.043504
iteration 5828 : loss : 0.183782, loss_ce: 0.093694, loss_dice: 0.247821
iteration 5829 : loss : 0.038370, loss_ce: 0.023493, loss_dice: 0.022519
iteration 5830 : loss : 0.052547, loss_ce: 0.017842, loss_dice: 0.064909
iteration 5831 : loss : 0.068293, loss_ce: 0.069151, loss_dice: 0.051933
iteration 5832 : loss : 0.058178, loss_ce: 0.038612, loss_dice: 0.059232
iteration 5833 : loss : 0.026383, loss_ce: 0.018464, loss_dice: 0.016332
iteration 5834 : loss : 0.056379, loss_ce: 0.035938, loss_dice: 0.062608
iteration 5835 : loss : 0.085558, loss_ce: 0.039591, loss_dice: 0.105054
iteration 5836 : loss : 0.076453, loss_ce: 0.029558, loss_dice: 0.019855
iteration 5837 : loss : 0.082755, loss_ce: 0.048103, loss_dice: 0.081040
iteration 5838 : loss : 0.021103, loss_ce: 0.008895, loss_dice: 0.018208
iteration 5839 : loss : 0.057000, loss_ce: 0.053849, loss_dice: 0.031255
iteration 5840 : loss : 0.044066, loss_ce: 0.022619, loss_dice: 0.050464
iteration 5841 : loss : 0.085408, loss_ce: 0.034468, loss_dice: 0.089149
iteration 5842 : loss : 0.049793, loss_ce: 0.028037, loss_dice: 0.054037
iteration 5843 : loss : 0.043206, loss_ce: 0.011087, loss_dice: 0.035890
iteration 5844 : loss : 0.070549, loss_ce: 0.041878, loss_dice: 0.081986
iteration 5845 : loss : 0.037164, loss_ce: 0.031307, loss_dice: 0.020797
iteration 5846 : loss : 0.033893, loss_ce: 0.027275, loss_dice: 0.028337
iteration 5847 : loss : 0.077362, loss_ce: 0.074310, loss_dice: 0.057578
iteration 5848 : loss : 0.036278, loss_ce: 0.030093, loss_dice: 0.026575
iteration 5849 : loss : 0.043214, loss_ce: 0.021886, loss_dice: 0.022988

 19%|████▊                    | 234/1201 [4:06:43<17:55:00, 66.70s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.66s/it]
iteration 5851 : loss : 0.041560, loss_ce: 0.030500, loss_dice: 0.032697
iteration 5852 : loss : 0.047518, loss_ce: 0.036425, loss_dice: 0.041744
iteration 5853 : loss : 0.045061, loss_ce: 0.036399, loss_dice: 0.024493
iteration 5854 : loss : 0.050014, loss_ce: 0.037095, loss_dice: 0.046061
iteration 5855 : loss : 0.096604, loss_ce: 0.056912, loss_dice: 0.122006
iteration 5856 : loss : 0.051338, loss_ce: 0.020328, loss_dice: 0.048994
iteration 5857 : loss : 0.293251, loss_ce: 0.213710, loss_dice: 0.331531
iteration 5858 : loss : 0.097659, loss_ce: 0.090637, loss_dice: 0.085337
iteration 5859 : loss : 0.031701, loss_ce: 0.023133, loss_dice: 0.024829
iteration 5860 : loss : 0.024172, loss_ce: 0.012393, loss_dice: 0.023872
iteration 5861 : loss : 0.057048, loss_ce: 0.021140, loss_dice: 0.065031
iteration 5862 : loss : 0.039585, loss_ce: 0.026438, loss_dice: 0.033484
iteration 5863 : loss : 0.050294, loss_ce: 0.013217, loss_dice: 0.054438
iteration 5864 : loss : 0.044814, loss_ce: 0.038041, loss_dice: 0.038126
iteration 5865 : loss : 0.081887, loss_ce: 0.029029, loss_dice: 0.029563
iteration 5866 : loss : 0.054538, loss_ce: 0.042082, loss_dice: 0.049516
iteration 5867 : loss : 0.045104, loss_ce: 0.035035, loss_dice: 0.046299
iteration 5868 : loss : 0.052042, loss_ce: 0.035058, loss_dice: 0.048840
iteration 5869 : loss : 0.052904, loss_ce: 0.047419, loss_dice: 0.042419
iteration 5870 : loss : 0.065154, loss_ce: 0.024350, loss_dice: 0.051214
iteration 5871 : loss : 0.048305, loss_ce: 0.049068, loss_dice: 0.030089
iteration 5872 : loss : 0.045113, loss_ce: 0.028590, loss_dice: 0.042539
iteration 5873 : loss : 0.028211, loss_ce: 0.023045, loss_dice: 0.018597
iteration 5874 : loss : 0.039484, loss_ce: 0.038696, loss_dice: 0.030915

 20%|████▉                    | 235/1201 [4:07:35<16:45:36, 62.46s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.66s/it]
iteration 5876 : loss : 0.029292, loss_ce: 0.025175, loss_dice: 0.016363
iteration 5877 : loss : 0.045220, loss_ce: 0.021284, loss_dice: 0.041203
iteration 5878 : loss : 0.034619, loss_ce: 0.013854, loss_dice: 0.033262
iteration 5879 : loss : 0.035086, loss_ce: 0.028381, loss_dice: 0.027475
iteration 5880 : loss : 0.058703, loss_ce: 0.062780, loss_dice: 0.039113
iteration 5881 : loss : 0.078000, loss_ce: 0.065130, loss_dice: 0.062544
iteration 5882 : loss : 0.104381, loss_ce: 0.034467, loss_dice: 0.147822
iteration 5883 : loss : 0.040289, loss_ce: 0.017745, loss_dice: 0.041466
iteration 5884 : loss : 0.095956, loss_ce: 0.056907, loss_dice: 0.116131
iteration 5885 : loss : 0.027014, loss_ce: 0.016282, loss_dice: 0.022245
iteration 5886 : loss : 0.039276, loss_ce: 0.028712, loss_dice: 0.034111
iteration 5887 : loss : 0.074653, loss_ce: 0.007900, loss_dice: 0.127474
iteration 5888 : loss : 0.032335, loss_ce: 0.026471, loss_dice: 0.026914
iteration 5889 : loss : 0.078442, loss_ce: 0.076425, loss_dice: 0.072042
iteration 5890 : loss : 0.025611, loss_ce: 0.017598, loss_dice: 0.020459
iteration 5891 : loss : 0.032159, loss_ce: 0.017412, loss_dice: 0.034824
iteration 5892 : loss : 0.047602, loss_ce: 0.037089, loss_dice: 0.040138
iteration 5893 : loss : 0.030077, loss_ce: 0.020380, loss_dice: 0.025612
iteration 5894 : loss : 0.050375, loss_ce: 0.031341, loss_dice: 0.052593
iteration 5895 : loss : 0.093159, loss_ce: 0.079445, loss_dice: 0.074688
iteration 5896 : loss : 0.037633, loss_ce: 0.020185, loss_dice: 0.041256
iteration 5897 : loss : 0.086589, loss_ce: 0.086546, loss_dice: 0.060509
iteration 5898 : loss : 0.056213, loss_ce: 0.022152, loss_dice: 0.059482

 20%|████▉                    | 236/1201 [4:08:28<15:57:22, 59.53s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 25/25 [01:32<00:00,  3.66s/it]
iteration 5900 : loss : 0.065554, loss_ce: 0.065165, loss_dice: 0.038075
iteration 5901 : loss : 0.043298, loss_ce: 0.027930, loss_dice: 0.038526
iteration 5902 : loss : 0.064864, loss_ce: 0.053240, loss_dice: 0.054680
iteration 5903 : loss : 0.077934, loss_ce: 0.018959, loss_dice: 0.019015
iteration 5904 : loss : 0.030140, loss_ce: 0.028035, loss_dice: 0.023144
iteration 5905 : loss : 0.039237, loss_ce: 0.026565, loss_dice: 0.038829
iteration 5906 : loss : 0.070083, loss_ce: 0.050608, loss_dice: 0.064586
iteration 5907 : loss : 0.020961, loss_ce: 0.010121, loss_dice: 0.017800
iteration 5908 : loss : 0.111395, loss_ce: 0.005948, loss_dice: 0.162863
iteration 5909 : loss : 0.041380, loss_ce: 0.025180, loss_dice: 0.043153
iteration 5910 : loss : 0.052759, loss_ce: 0.049688, loss_dice: 0.042630
iteration 5911 : loss : 0.071741, loss_ce: 0.013733, loss_dice: 0.102285
iteration 5912 : loss : 0.055080, loss_ce: 0.049225, loss_dice: 0.042965
iteration 5913 : loss : 0.054981, loss_ce: 0.046972, loss_dice: 0.046006
