
Namespace(T=4, base_lr=0.01, batch_size=4, consistency=1.0, consistency_rampup=0.0, consistency_type='mse', deterministic=1, ema_decay=0.99, exp='kfold/GDT-MT', fold=5, gpu='4', labeled_bs=2, labeled_num=28, max_iterations=30000, model='vnet_3D_96_32', num_classes=2, patch_size=[96, 96, 96], root_path='/data/sohui/BraTS/data/BraTs2019', seed=1337, total_labeled_num=268)
total 268 samples
14 iterations per epoch
  0%|                                        | 0/2143 [00:00<?, ?it/s]
iteration 322 : loss : 0.076360, loss_ce: 0.049770, loss_dice: 0.046749
iteration 323 : loss : 0.233603, loss_ce: 0.169491, loss_dice: 0.228896
iteration 324 : loss : 0.148112, loss_ce: 0.111840, loss_dice: 0.132077
iteration 325 : loss : 0.098745, loss_ce: 0.078929, loss_dice: 0.078498
iteration 326 : loss : 0.068151, loss_ce: 0.046400, loss_dice: 0.046231
iteration 327 : loss : 0.170053, loss_ce: 0.127371, loss_dice: 0.142549
iteration 328 : loss : 0.091814, loss_ce: 0.066677, loss_dice: 0.065974
iteration 329 : loss : 0.074527, loss_ce: 0.050416, loss_dice: 0.028329
iteration 330 : loss : 0.114641, loss_ce: 0.086127, loss_dice: 0.108735
iteration 331 : loss : 0.094003, loss_ce: 0.081784, loss_dice: 0.066369
iteration 332 : loss : 0.164098, loss_ce: 0.135769, loss_dice: 0.139015
iteration 333 : loss : 0.216639, loss_ce: 0.118751, loss_dice: 0.273311
iteration 334 : loss : 0.108197, loss_ce: 0.044409, loss_dice: 0.125129

  1%|▎                           | 24/2143 [16:12<19:28:01, 33.07s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 336 : loss : 0.123124, loss_ce: 0.099400, loss_dice: 0.091248
iteration 337 : loss : 0.203870, loss_ce: 0.198885, loss_dice: 0.136967
iteration 338 : loss : 0.090319, loss_ce: 0.075354, loss_dice: 0.053861
iteration 339 : loss : 0.065176, loss_ce: 0.021138, loss_dice: 0.068242
iteration 340 : loss : 0.115190, loss_ce: 0.100947, loss_dice: 0.078880
iteration 341 : loss : 0.085962, loss_ce: 0.061485, loss_dice: 0.073737
iteration 342 : loss : 0.072468, loss_ce: 0.058414, loss_dice: 0.037444
iteration 343 : loss : 0.197493, loss_ce: 0.187603, loss_dice: 0.158662
iteration 344 : loss : 0.177584, loss_ce: 0.180051, loss_dice: 0.116105
iteration 345 : loss : 0.147893, loss_ce: 0.076246, loss_dice: 0.173514
iteration 346 : loss : 0.225829, loss_ce: 0.091464, loss_dice: 0.306118
iteration 347 : loss : 0.192502, loss_ce: 0.112252, loss_dice: 0.217774

  1%|▎                           | 25/2143 [16:41<18:47:33, 31.94s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 349 : loss : 0.159734, loss_ce: 0.083375, loss_dice: 0.184615
iteration 350 : loss : 0.079322, loss_ce: 0.062405, loss_dice: 0.053634
iteration 351 : loss : 0.130606, loss_ce: 0.094895, loss_dice: 0.112636
iteration 352 : loss : 0.372206, loss_ce: 0.273813, loss_dice: 0.423076
iteration 353 : loss : 0.147649, loss_ce: 0.103206, loss_dice: 0.138631
iteration 354 : loss : 0.147607, loss_ce: 0.044259, loss_dice: 0.194557
iteration 355 : loss : 0.120164, loss_ce: 0.103800, loss_dice: 0.084876
iteration 356 : loss : 0.246239, loss_ce: 0.240303, loss_dice: 0.174279
iteration 357 : loss : 0.101555, loss_ce: 0.099217, loss_dice: 0.053740
iteration 358 : loss : 0.175287, loss_ce: 0.149736, loss_dice: 0.142247
iteration 359 : loss : 0.168897, loss_ce: 0.114839, loss_dice: 0.179073
iteration 360 : loss : 0.353932, loss_ce: 0.183399, loss_dice: 0.475255
iteration 361 : loss : 0.133868, loss_ce: 0.112867, loss_dice: 0.106137
iteration 362 : loss : 0.183988, loss_ce: 0.073942, loss_dice: 0.241128

  1%|▎                           | 26/2143 [17:11<18:21:03, 31.21s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 364 : loss : 0.163454, loss_ce: 0.115883, loss_dice: 0.171301
iteration 365 : loss : 0.099392, loss_ce: 0.033623, loss_dice: 0.114067
iteration 366 : loss : 0.109341, loss_ce: 0.070870, loss_dice: 0.099328
iteration 367 : loss : 0.083577, loss_ce: 0.063640, loss_dice: 0.047284
iteration 368 : loss : 0.100489, loss_ce: 0.066593, loss_dice: 0.083812
iteration 369 : loss : 0.203724, loss_ce: 0.154641, loss_dice: 0.209644
iteration 370 : loss : 0.122843, loss_ce: 0.064731, loss_dice: 0.124957
iteration 371 : loss : 0.252701, loss_ce: 0.154237, loss_dice: 0.282493
iteration 372 : loss : 0.242668, loss_ce: 0.246792, loss_dice: 0.179566
iteration 373 : loss : 0.079412, loss_ce: 0.058931, loss_dice: 0.051059
iteration 374 : loss : 0.171359, loss_ce: 0.161747, loss_dice: 0.115529
iteration 375 : loss : 0.313352, loss_ce: 0.304158, loss_dice: 0.267112
iteration 376 : loss : 0.119838, loss_ce: 0.076101, loss_dice: 0.110752

  1%|▎                           | 27/2143 [17:40<18:03:52, 30.73s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 378 : loss : 0.105042, loss_ce: 0.083865, loss_dice: 0.049647
iteration 379 : loss : 0.164880, loss_ce: 0.033487, loss_dice: 0.252474
iteration 380 : loss : 0.139449, loss_ce: 0.127162, loss_dice: 0.095203
iteration 381 : loss : 0.075938, loss_ce: 0.060288, loss_dice: 0.046159
iteration 382 : loss : 0.110006, loss_ce: 0.109309, loss_dice: 0.067963
iteration 383 : loss : 0.096875, loss_ce: 0.099055, loss_dice: 0.055029
iteration 384 : loss : 0.100183, loss_ce: 0.062648, loss_dice: 0.094053
iteration 385 : loss : 0.142312, loss_ce: 0.111753, loss_dice: 0.125796
iteration 386 : loss : 0.289003, loss_ce: 0.128465, loss_dice: 0.396022
iteration 387 : loss : 0.090952, loss_ce: 0.053136, loss_dice: 0.074859
iteration 388 : loss : 0.118046, loss_ce: 0.103739, loss_dice: 0.073725
iteration 389 : loss : 0.182680, loss_ce: 0.191168, loss_dice: 0.113041
iteration 390 : loss : 0.199949, loss_ce: 0.199983, loss_dice: 0.140532

  1%|▎                           | 28/2143 [18:10<17:52:45, 30.43s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [04:08<00:00,  3.21s/it]
iteration 392 : loss : 0.138761, loss_ce: 0.130964, loss_dice: 0.110413
iteration 393 : loss : 0.148503, loss_ce: 0.119376, loss_dice: 0.130516
iteration 394 : loss : 0.104846, loss_ce: 0.086019, loss_dice: 0.069083
iteration 395 : loss : 0.138154, loss_ce: 0.058069, loss_dice: 0.173494
iteration 396 : loss : 0.102071, loss_ce: 0.062658, loss_dice: 0.090565
iteration 397 : loss : 0.251042, loss_ce: 0.235317, loss_dice: 0.211683
iteration 398 : loss : 0.072445, loss_ce: 0.068585, loss_dice: 0.032583
iteration 399 : loss : 0.134124, loss_ce: 0.094142, loss_dice: 0.122639
  0%|                                                                                                                                                                                                            | 0/67 [00:00<?, ?it/s]
iteration 400 : loss : 0.157752, loss_ce: 0.140997, loss_dice: 0.127771


































































 99%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████   | 66/67 [03:56<00:03,  3.12s/it]
Validation end

100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [03:59<00:00,  3.13s/it]
iteration 401 : loss : 0.239905, loss_ce: 0.184184, loss_dice: 0.230256
iteration 402 : loss : 0.095847, loss_ce: 0.072210, loss_dice: 0.068167
iteration 403 : loss : 0.116612, loss_ce: 0.095317, loss_dice: 0.090933
iteration 404 : loss : 0.091986, loss_ce: 0.077435, loss_dice: 0.067635
iteration 405 : loss : 0.056199, loss_ce: 0.033796, loss_dice: 0.037862

  1%|▎                          | 29/2143 [22:40<59:57:11, 102.10s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [03:59<00:00,  3.13s/it]
iteration 407 : loss : 0.192153, loss_ce: 0.182496, loss_dice: 0.148204
iteration 408 : loss : 0.193370, loss_ce: 0.164345, loss_dice: 0.178593
iteration 409 : loss : 0.309488, loss_ce: 0.201855, loss_dice: 0.306715
iteration 410 : loss : 0.084965, loss_ce: 0.069818, loss_dice: 0.062869
iteration 411 : loss : 0.145311, loss_ce: 0.152062, loss_dice: 0.084228
iteration 412 : loss : 0.128083, loss_ce: 0.106832, loss_dice: 0.103021
iteration 413 : loss : 0.144138, loss_ce: 0.087352, loss_dice: 0.157047
iteration 414 : loss : 0.097947, loss_ce: 0.088810, loss_dice: 0.064947
  1%|▍                           | 29/2143 [23:00<27:57:03, 47.60s/it]██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 67/67 [03:59<00:00,  3.13s/it]
Traceback (most recent call last):
  File "Brats2_GDT_MT_kfold.py", line 329, in <module>
    train(args, snapshot_path)
  File "Brats2_GDT_MT_kfold.py", line 205, in train
    loss_dice = dice_loss(outputs_soft_2class[:labeled_bs], label_batch[:labeled_bs].unsqueeze(1).float())
  File "/home/sohui/miniconda3/envs/test/lib/python3.8/site-packages/torch/nn/modules/module.py", line 889, in _call_impl
    result = self.forward(*input, **kwargs)
  File "/home/sohui/code/SSL_brats/code/utils/losses.py", line 196, in forward
    class_wise_dice.append(1.0 - dice.item())
KeyboardInterrupt
